stdno,schoolyear,term,course,section,units,grade,courserank,contrib
2331-31812,2015,FIRST,HUM 2(AH),X1-1R,3,____,3,1.0000,
2331-31812,2015,FIRST,STAT 166,EF-1L,3,____,5,1.0000,
4676-66495,2015,FIRST,MATH 174,B-4L,3,____,5,1.0000,
2548-81168,2015,FIRST,EE 12,W-1L,4,____,5,1.0000,
2548-81168,2015,FIRST,EE 18,X,3,____,6,1.0000,
2548-81168,2015,FIRST,ENSC 26,C-2L,3,____,0,0.0000,
7994-31361,2015,FIRST,ABE 180,Y,3,____,2,1.0000,
7994-31361,2015,FIRST,CE 121,AB1-2C,3,____,4,1.0000,
7994-31361,2015,FIRST,CE 133,AB-1C,3,____,5,1.0000,
7994-31361,2015,FIRST,CE 151,T,3,____,6,1.0000,
4277-50524,2015,FIRST,EE 170,D,3,____,2,1.0000,
4277-50524,2015,FIRST,EE 12,W-1L,4,____,4,1.0000,
4277-50524,2015,FIRST,EE 18,X,3,____,5,1.0000,
5758-59560,2015,FIRST,MATH 181,E,3,____,5,1.0000,
5758-59560,2015,FIRST,MATH 174,B-4L,3,____,6,1.0000,
5758-59560,2015,FIRST,MATH 165,T,3,____,0,0.0000,
5758-59560,2015,FIRST,EE 170,C,3,____,0,0.0000,
1822-61525,2015,FIRST,FRM 117,C,3,____,5,1.0000,
1822-61525,2015,FIRST,FBS 36,B-3L,3,____,6,1.0000,
1765-26295,2015,FIRST,CMSC 22,WX-1L,3,____,1,1.0000,
5057-90432,2015,FIRST,FRM 117,C,3,____,5,1.0000,
7443-85684,2015,FIRST,MATH 28,T-1R,3,____,5,1.0000,
7443-85684,2015,FIRST,CMSC 141,D-4L,3,____,0,0.0000,
4519-32291,2015,FIRST,STAT 144,CD-1R,3,____,5,1.0000,
4519-32291,2015,FIRST,CMSC 22,WX-1L,3,____,6,1.0000,
3741-86296,2015,FIRST,ChE 32,U-1L,3,____,3,1.0000,
1654-39533,2015,FIRST,STAT 135,W-2R,3,____,2,1.0000,
1654-39533,2015,FIRST,STAT 144,CD-1R,3,____,3,1.0000,
1654-39533,2015,FIRST,CMSC 22,WX-1L,3,____,4,1.0000,
2684-43522,2015,FIRST,CMSC 137,B-2L,3,____,1,1.0000,
2684-43522,2015,FIRST,CMSC 141,D-6L,3,____,2,1.0000,
2684-43522,2015,FIRST,CMSC 124,T-5L,3,____,6,1.0000,
6705-23167,2015,FIRST,ECON 103,U,3,____,1,1.0000,
5749-43311,2015,FIRST,CHEM 161,UV,4,____,1,1.0000,
5330-89653,2015,FIRST,MATH 151,H,3,____,2,1.0000,
5330-89653,2015,FIRST,MATH 120,D,3,____,5,1.0000,
5330-89653,2015,FIRST,MATH 165,T,3,____,0,0.0000,
0240-01829,2015,FIRST,MATH 165,T,3,____,2,1.0000,
0240-01829,2015,FIRST,CMSC 2,E-5L,3,____,3,1.0000,
0240-01829,2015,FIRST,CMSC 11,U-1L,3,____,4,1.0000,
5327-97201,2015,FIRST,CHEM 160,A,3,____,2,1.0000,
5327-97201,2015,FIRST,MCB 150,C-2L,3,____,5,1.0000,
0583-66127,2015,FIRST,PHYS 82,DV-2L,5,____,5,1.0000,
3440-93350,2015,FIRST,CE 121,AB2-1C,3,____,1,1.0000,
3440-93350,2015,FIRST,ENSC 26,C-1L,3,____,0,0.0000,
3817-19956,2015,FIRST,BOT 110,B-1L,3,____,4,1.0000,
3817-19956,2015,FIRST,MATH 26,S-2R,3,____,0,0.0000,
3817-19956,2015,FIRST,WLDL 101,Y-1L,3,____,0,0.0000,
0129-55138,2015,FIRST,MATH 165,T,3,____,2,1.0000,
0129-55138,2015,FIRST,MATH 181,E,3,____,3,1.0000,
0129-55138,2015,FIRST,EE 170,D,3,____,4,1.0000,
0129-55138,2015,FIRST,CMSC 22,WX-1L,3,____,6,1.0000,
1017-61490,2015,FIRST,AMAT 167,E,3,____,1,1.0000,
1017-61490,2015,FIRST,CMSC 22,WX-5L,3,____,3,1.0000,
1017-61490,2015,FIRST,AMAT 112,B,3,____,4,1.0000,
1017-61490,2015,FIRST,AMAT 160,U,3,____,6,1.0000,
1017-61490,2015,FIRST,CMSC 11,T-4L,3,____,0,0.0000,
0644-53981,2015,FIRST,PHYS 82,DV-2L,5,____,4,1.0000,
0644-53981,2015,FIRST,IE 134,ST-1L,3,____,0,0.0000,
5830-62542,2015,FIRST,AMAT 160,U,3,____,5,1.0000,
5830-62542,2015,FIRST,MATH 174,B-4L,3,____,6,1.0000,
1638-31836,2015,FIRST,CMSC 100,EF-3L,3,____,3,1.0000,
1638-31836,2015,FIRST,CMSC 57,V-2L,3,____,4,1.0000,
1638-31836,2015,FIRST,MATH 28,T-1R,3,____,6,1.0000,
8980-82143,2015,FIRST,ABE 31,T-1L,2,____,6,1.0000,
5455-74204,2015,FIRST,AMAT 160,U,3,____,5,1.0000,
5455-74204,2015,FIRST,AMAT 167,E,3,____,6,1.0000,
5455-74204,2015,FIRST,CMSC 22,WX-5L,3,____,0,0.0000,
4803-14422,2015,FIRST,EE 11,W-2L,4,____,2,1.0000,
4803-14422,2015,FIRST,ENSC 26,C-2L,3,____,5,1.0000,
3941-11529,2015,FIRST,MGT 111,C,3,____,3,1.0000,
3941-11529,2015,FIRST,HNF 152,GH1-1L,3,____,5,1.0000,
2862-08181,2015,FIRST,HUM 2(AH),W-3R,3,____,4,1.0000,
2325-90496,2015,FIRST,MATH 38,T-2R,3,____,4,1.0000,
1976-54578,2015,FIRST,ABE 50,A-2L,3,____,3,1.0000,
1976-54578,2015,FIRST,ENSC 18,V-1L,3,____,6,1.0000,
1529-94296,2015,FIRST,HNF 152,GH1-1L,3,____,4,1.0000,
5657-61312,2015,FIRST,PHYS 83,BT-5L,5,____,4,1.0000,
2204-17221,2015,FIRST,EE 12,W-1L,4,____,2,1.0000,
2204-17221,2015,FIRST,EE 18,X,3,____,3,1.0000,
2131-92021,2015,FIRST,CMSC 127,S-1L,3,____,3,1.0000,
2131-92021,2015,FIRST,CMSC 124,B-2L,3,____,4,1.0000,
2131-92021,2015,FIRST,CMSC 141,D-6L,3,____,7,1.0000,
3235-82332,2015,FIRST,IE 151,ST-1L,3,____,1,1.0000,
3235-82332,2015,FIRST,IE 134,ST-1L,3,____,5,1.0000,
4676-04535,2015,FIRST,HNF 12,T-1L,3,____,5,1.0000,
7451-13509,2015,FIRST,HNF 61,Z,3,____,6,1.0000,
4627-54474,2015,FIRST,CHEM 112,Z,3,____,3,1.0000,
4627-54474,2015,FIRST,ChE 32,T-2L,3,____,5,1.0000,
4627-54474,2015,FIRST,SUTC 171,WX-1L,3,____,0,0.0000,
1376-27360,2015,FIRST,HUME 102,W,3,____,8,1.0000,
1376-27360,2015,FIRST,CERP 132,G,3,____,0,0.0000,
1376-27360,2015,FIRST,CERP 140,C,3,____,0,0.0000,
6099-49398,2015,FIRST,CERP 11,T,3,____,7,1.0000,
6099-49398,2015,FIRST,SDS 30,CD1-1L,3,____,0,0.0000,
6099-49398,2015,FIRST,SDS 168,G,3,____,0,0.0000,
6099-49398,2015,FIRST,HUME 199a,A(ST),1,____,0,0.0000,
6099-49398,2015,FIRST,SOC 100,B,3,____,0,0.0000,
3044-04282,2015,FIRST,CHEM 32.0,U,3,____,4,1.0000,
3279-61456,2015,FIRST,HUM 2(AH),V-4R,3,____,0,0.0000,
1699-62150,2015,FIRST,HNF 61,Z,3,____,6,1.0000,
6504-02077,2015,FIRST,DEVC 126,B-3L,3,____,5,1.0000,
6504-02077,2015,FIRST,FRM 100,S,3,____,0,0.0000,
4248-32152,2015,FIRST,PHYS 82,DV-2L,5,____,1,1.0000,
4248-32152,2015,FIRST,PHYS 111,Y,3,____,2,1.0000,
8215-46753,2015,FIRST,AECO 136,AB-1R,3,____,0,0.0000,
4767-48638,2015,FIRST,CE 121,AB2-1C,3,____,1,1.0000,
4767-48638,2015,FIRST,ENSC 16,W,3,____,5,1.0000,
1659-70987,2015,FIRST,ABE 180,G,3,____,3,1.0000,
1659-70987,2015,FIRST,CE 121,AB2-1C,3,____,4,1.0000,
1659-70987,2015,FIRST,CE 131,U-1C,3,____,0,0.0000,
1659-70987,2015,FIRST,ENSC 18,D-1L,3,____,0,0.0000,
8989-83698,2015,FIRST,FPPS 111,B-1L,3,____,2,1.0000,
8989-83698,2015,FIRST,CHEM 160,S,3,____,4,1.0000,
8989-83698,2015,FIRST,ChE 145,U,3,____,7,1.0000,
8989-83698,2015,FIRST,FPPS 131,AB-1L,3,____,0,0.0000,
8214-98481,2015,FIRST,EE 12,V-2L,4,____,2,1.0000,
8214-98481,2015,FIRST,EE 18,X,3,____,3,1.0000,
2666-13229,2015,FIRST,MATH 101,Y-2L,3,____,2,1.0000,
3251-35438,2015,FIRST,PHYS 83,BT-5L,5,____,3,1.0000,
3251-35438,2015,FIRST,ENSC 26,Z-4L,3,____,4,1.0000,
5012-55677,2015,FIRST,MATH 165,T,3,____,3,1.0000,
5012-55677,2015,FIRST,CMSC 2,E-5L,3,____,6,1.0000,
5012-55677,2015,FIRST,CMSC 11,U-1L,3,____,0,0.0000,
0640-63861,2015,FIRST,ChE 145,U,3,____,4,1.0000,
0640-63861,2015,FIRST,ChE 32,T-2L,3,____,8,1.0000,
6639-20195,2015,FIRST,CHEM 160,A,3,____,1,1.0000,
2297-16394,2015,FIRST,HORT 106,T-1L,3,____,6,1.0000,
2297-16394,2015,FIRST,HORT 109,S,3,____,7,1.0000,
2297-16394,2015,FIRST,HORT 140,UV-1L,3,____,0,0.0000,
6253-45357,2015,FIRST,VETA 103,G-4L,3,____,1,1.0000,
6253-45357,2015,FIRST,CHEM 160,A,3,____,3,1.0000,
1619-59715,2015,FIRST,AECO 136,AB-1R,3,____,7,1.0000,
9187-58790,2015,FIRST,SOC 151,V,3,____,3,1.0000,
9187-58790,2015,FIRST,NASC 7(MST),U,3,____,0,0.0000,
6123-54360,2015,FIRST,PE 2-WT,WT-U,0,____,1,1.0000,
6123-54360,2015,FIRST,AECO 136,AB-1R,3,____,0,0.0000,
8571-06334,2015,FIRST,MATH 26,S-2R,3,____,3,1.0000,
8571-06334,2015,FIRST,AECO 104,T-2L,3,____,6,1.0000,
7818-55948,2015,FIRST,CMSC 131,C-4L,3,____,2,1.0000,
7818-55948,2015,FIRST,CMSC 127,S-1L,3,____,3,1.0000,
7818-55948,2015,FIRST,CMSC 124,T-4L,3,____,4,1.0000,
7818-55948,2015,FIRST,CMSC 141,D-5L,3,____,0,0.0000,
6148-87623,2015,FIRST,AGRI 121,T,3,____,0,0.0000,
4486-04840,2015,FIRST,ENSC 15,C,3,____,4,1.0000,
5491-83643,2015,FIRST,CHEM 160,A,3,____,1,1.0000,
7574-84550,2015,FIRST,ANSC 137,G-1L,3,____,2,1.0000,
7574-84550,2015,FIRST,ANSC 136,Y-1L,3,____,3,1.0000,
7574-84550,2015,FIRST,NASC 10(MST),U,3,____,6,1.0000,
7574-84550,2015,FIRST,ABE 1,B-1L,3,____,0,0.0000,
5184-76692,2015,FIRST,PHYS 82,DV-2L,5,____,2,1.0000,
5184-76692,2015,FIRST,EE 170,C,3,____,5,1.0000,
5812-12055,2015,FIRST,ABE 180,Y,3,____,2,1.0000,
5812-12055,2015,FIRST,CE 121,AB1-2C,3,____,3,1.0000,
5812-12055,2015,FIRST,CE 131,U-1C,3,____,0,0.0000,
5812-12055,2015,FIRST,ENSC 18,D-1L,3,____,0,0.0000,
2167-50458,2015,FIRST,MATH 38,T-2R,3,____,6,1.0000,
2167-50458,2015,FIRST,ENSC 16,W,3,____,0,0.0000,
2167-50458,2015,FIRST,CE 121,AB1-2C,3,____,0,0.0000,
5327-15241,2015,FIRST,PHYS 83,BT-3L,5,____,4,1.0000,
5327-15241,2015,FIRST,ENSC 26,Z-4L,3,____,0,0.0000,
8620-44512,2015,FIRST,CE 121,AB1-2C,3,____,2,1.0000,
0392-77108,2015,FIRST,VETA 103,G-4L,3,____,2,1.0000,
7142-10636,2015,FIRST,CHEM 160,A,3,____,3,1.0000,
7260-60981,2015,FIRST,STAT 135,W-1R,3,____,2,1.0000,
7260-60981,2015,FIRST,STAT 144,CD-1R,3,____,3,1.0000,
7260-60981,2015,FIRST,STAT 165,WX-2L,3,____,0,0.0000,
0582-91189,2015,FIRST,HUM 2(AH),W-3R,3,____,0,0.0000,
1319-15056,2015,FIRST,PHYS 82,DV-2L,5,____,5,1.0000,
1319-15056,2015,FIRST,CE 121,AB1-2C,3,____,0,0.0000,
9591-38539,2015,FIRST,MATH 181,E,3,____,4,1.0000,
9591-38539,2015,FIRST,MATH 165,T,3,____,6,1.0000,
6442-46542,2015,FIRST,PHYS 83,BT-3L,5,____,4,1.0000,
3769-68744,2015,FIRST,HUME 103,F,3,____,1,1.0000,
3769-68744,2015,FIRST,HUME 102,W,3,____,5,1.0000,
3769-68744,2015,FIRST,HUME 199a,A(ST),1,____,0,0.0000,
0732-98860,2015,FIRST,AECO 136,AB-1R,3,____,0,0.0000,
0732-98860,2015,FIRST,NASC 10(MST),U,3,____,0,0.0000,
4359-15896,2015,FIRST,DEVC 197,T-1R,3,____,5,1.0000,
1791-07940,2015,FIRST,AECO 104,T-2L,3,____,6,1.0000,
7939-50037,2015,FIRST,FRM 117,C,3,____,5,1.0000,
4506-04885,2015,FIRST,ChE 145,U,3,____,2,1.0000,
4506-04885,2015,FIRST,ChE 32,T-2L,3,____,7,1.0000,
4506-04885,2015,FIRST,CHEM 160,A,3,____,8,1.0000,
6914-65145,2015,FIRST,ECON 103,U,3,____,1,1.0000,
9288-75814,2015,FIRST,ANSC 111,S-1L,3,____,5,1.0000,
9288-75814,2015,FIRST,ANSC 102,B,3,____,6,1.0000,
9288-75814,2015,FIRST,ANSC 103,UV-2L,3,____,7,1.0000,
9288-75814,2015,FIRST,CHEM 40.0,D,3,____,0,0.0000,
9288-75814,2015,FIRST,ANSC 122,ST-1L,3,____,0,0.0000,
9288-75814,2015,FIRST,CHEM 40.1,12L,1,____,0,0.0000,
9362-52506,2015,FIRST,EE 170,C,3,____,2,1.0000,
9362-52506,2015,FIRST,EE 11,W-2L,4,____,3,1.0000,
4239-61968,2015,FIRST,ABE 180,Y,3,____,4,1.0000,
4239-61968,2015,FIRST,CE 121,AB1-2C,3,____,5,1.0000,
4239-61968,2015,FIRST,CE 131,U-2C,3,____,8,1.0000,
4239-61968,2015,FIRST,ENSC 18,V-1L,3,____,9,1.0000,
7322-22292,2015,FIRST,ABE 180,G,3,____,2,1.0000,
7322-22292,2015,FIRST,CE 121,AB2-1C,3,____,4,1.0000,
7322-22292,2015,FIRST,ENSC 26,C-1L,3,____,0,0.0000,
4515-50918,2015,FIRST,ChE 145,U,3,____,2,1.0000,
5223-35230,2015,FIRST,ECON 103,U,3,____,2,1.0000,
5223-35230,2015,FIRST,ECON 104,W,3,____,6,1.0000,
5223-35230,2015,FIRST,ECON 199a,Y1a,1,____,8,1.0000,
3795-40503,2015,FIRST,PE 2-FFUT,FFUT-CD,0,____,1,1.0000,
3795-40503,2015,FIRST,VETA 103,B-1L,3,____,2,1.0000,
2761-03023,2015,FIRST,AGRI 11,A,1,____,4,1.0000,
2761-03023,2015,FIRST,AGRI 121,X,3,____,0,0.0000,
7884-15486,2015,FIRST,COST 110,E,3,____,2,1.0000,
7884-15486,2015,FIRST,SFFG 111,T,3,____,3,1.0000,
2031-38531,2015,FIRST,DEVC 126,B-3L,3,____,2,1.0000,
2031-38531,2015,FIRST,DEVC 144,ST-2L,3,____,3,1.0000,
2031-38531,2015,FIRST,DEVC 153,Z,3,____,4,1.0000,
2031-38531,2015,FIRST,DEVC 197,T-1R,3,____,0,0.0000,
5935-40945,2015,FIRST,MATH 174,B-4L,3,____,2,1.0000,
5212-80476,2015,FIRST,MATH 38,T-2R,3,____,1,1.0000,
5212-80476,2015,FIRST,MATH 120,D,3,____,2,1.0000,
5212-80476,2015,FIRST,AMAT 167,E,3,____,3,1.0000,
5212-80476,2015,FIRST,IE 3,V,3,____,6,1.0000,
0621-93989,2015,FIRST,PHYS 131,C,3,____,2,1.0000,
0621-93989,2015,FIRST,PHYS 121,X,3,____,4,1.0000,
0621-93989,2015,FIRST,PHYS 141,E,3,____,5,1.0000,
0621-93989,2015,FIRST,PHYS 151,G,3,____,6,1.0000,
8318-76494,2015,FIRST,ECON 103,U,3,____,1,1.0000,
0222-49394,2015,FIRST,HUM 2(AH),W-3R,3,____,7,1.0000,
0222-49394,2015,FIRST,ABE 1,B-1L,3,____,0,0.0000,
0222-49394,2015,FIRST,ANSC 122,ST-1L,3,____,0,0.0000,
0161-53304,2015,FIRST,NASC 2(MST),T,3,____,0,0.0000,
2130-27815,2015,FIRST,CHEM 40.0,A,3,____,5,1.0000,
2130-27815,2015,FIRST,PPTH 104,B-3L,3,____,7,1.0000,
2130-27815,2015,FIRST,ZOO 113,X-1L,5,____,0,0.0000,
8860-22731,2015,FIRST,EE 12,V-2L,4,____,3,1.0000,
8860-22731,2015,FIRST,EE 18,X,3,____,4,1.0000,
3294-76182,2015,FIRST,HUM 2(AH),W-3R,3,____,7,1.0000,
8852-44806,2015,FIRST,ENSC 15,C,3,____,4,1.0000,
4951-32941,2015,FIRST,PHYS 111,Y,3,____,6,1.0000,
4150-52607,2015,FIRST,AMAT 160,U,3,____,6,1.0000,
2708-94195,2015,FIRST,ENSC 26,C-3L,3,____,6,1.0000,
2708-94195,2015,FIRST,NASC 2(MST),G,3,____,0,0.0000,
1012-78542,2015,FIRST,AGRI 11,A,1,____,3,1.0000,
1012-78542,2015,FIRST,HNF 61,Z,3,____,5,1.0000,
3728-52406,2015,FIRST,EE 11,W-2L,4,____,2,1.0000,
3728-52406,2015,FIRST,ENSC 26,Z-3L,3,____,0,0.0000,
3728-52406,2015,FIRST,EE 170,C,3,____,0,0.0000,
7550-21088,2015,FIRST,IE 151,ST-1L,3,____,1,1.0000,
7550-21088,2015,FIRST,ENSC 26,C-4L,3,____,0,0.0000,
7550-21088,2015,FIRST,ENSC 16,B,3,____,0,0.0000,
3231-50650,2015,FIRST,VETA 103,G-3L,3,____,1,1.0000,
3231-50650,2015,FIRST,ZOTC 112,S,3,____,3,1.0000,
3231-50650,2015,FIRST,CHEM 160,A,3,____,5,1.0000,
5043-35530,2015,FIRST,CHEM 120,B,3,____,0,0.0000,
5043-35530,2015,FIRST,CHEM 137,D,3,____,0,0.0000,
6636-93086,2015,FIRST,CMSC 131,C-1L,3,____,3,1.0000,
6636-93086,2015,FIRST,CMSC 124,T-4L,3,____,4,1.0000,
3775-60280,2015,FIRST,FRM 117,C,3,____,0,0.0000,
2558-60173,2015,FIRST,ENSC 26,C-4L,3,____,6,1.0000,
2558-60173,2015,FIRST,ABE 31,T-1L,2,____,0,0.0000,
5167-19572,2015,FIRST,AMAT 112,B,3,____,5,1.0000,
6859-87549,2015,FIRST,ENSC 26,C-3L,3,____,5,1.0000,
6859-87549,2015,FIRST,EE 170,D,3,____,6,1.0000,
4412-69465,2015,FIRST,CMSC 11,T-6L,3,____,3,1.0000,
4412-69465,2015,FIRST,ENT 120,S-1L,3,____,4,1.0000,
4412-69465,2015,FIRST,AGRI 121,X,3,____,0,0.0000,
9621-91337,2015,FIRST,MATH 38,T-2R,3,____,2,1.0000,
2669-18923,2015,FIRST,MATH 26,S-2R,3,____,2,1.0000,
2669-18923,2015,FIRST,BIO 3,E-2L,5,____,3,1.0000,
3369-55659,2015,FIRST,CMSC 141,D-6L,3,____,2,1.0000,
3369-55659,2015,FIRST,MATH 28,T-1R,3,____,6,1.0000,
6807-32332,2015,FIRST,ZOO 113,X-1L,5,____,1,1.0000,
6807-32332,2015,FIRST,ZOO 117,UV-1L,3,____,5,1.0000,
6807-32332,2015,FIRST,ZOO 149,YZ,3,____,0,0.0000,
4116-27017,2015,FIRST,POSC 1(SSP),A-3R,3,____,2,1.0000,
4116-27017,2015,FIRST,STAT 165,WX-2L,3,____,0,0.0000,
3113-36418,2015,FIRST,CHEM 112,G,3,____,2,1.0000,
3113-36418,2015,FIRST,CHEM 160,A,3,____,5,1.0000,
4649-03423,2015,FIRST,CMSC 127,ST-3L,3,____,2,1.0000,
4649-03423,2015,FIRST,CMSC 124,T-4L,3,____,3,1.0000,
2705-33457,2015,FIRST,CHEM 112,G,3,____,3,1.0000,
6833-82327,2015,FIRST,CHEM 161,UV,4,____,1,1.0000,
6833-82327,2015,FIRST,PHYS 83,BT-3L,5,____,3,1.0000,
6833-82327,2015,FIRST,CHEM 112,G,3,____,4,1.0000,
6833-82327,2015,FIRST,CHEM 137,D,3,____,0,0.0000,
8343-68055,2015,FIRST,SFI 100,ST-2L,3,____,4,1.0000,
8343-68055,2015,FIRST,SFFG 133,CD-1L,3,____,7,1.0000,
7126-56720,2015,FIRST,ChE 32,UV-1L,3,____,2,1.0000,
9847-33675,2015,FIRST,AMAT 160,U,3,____,5,1.0000,
9847-33675,2015,FIRST,AMAT 167,E,3,____,6,1.0000,
6648-00072,2015,FIRST,CRPT 1,T-3L,3,____,5,1.0000,
6648-00072,2015,FIRST,CMSC 11,T-2L,3,____,0,0.0000,
6632-73695,2015,FIRST,MATH 36,H-1R,5,____,7,1.0000,
1160-90690,2015,FIRST,AMAT 112,B,3,____,6,1.0000,
7964-98682,2015,FIRST,AGRI 121,T,3,____,0,0.0000,
2721-75258,2015,FIRST,NASC 2(MST),G,3,____,5,1.0000,
9445-66808,2015,FIRST,CMSC 137,B-1L,3,____,1,1.0000,
9445-66808,2015,FIRST,CMSC 124,T-4L,3,____,6,1.0000,
6763-29908,2015,FIRST,THEA 107,H,3,____,2,1.0000,
6763-29908,2015,FIRST,CMSC 2,E-5L,3,____,3,1.0000,
8904-63300,2015,FIRST,ChE 145,U,3,____,3,1.0000,
4471-34999,2015,FIRST,FST 122,B-1L,3,____,3,1.0000,
4471-34999,2015,FIRST,FST 140,A-2L,3,____,5,1.0000,
4471-34999,2015,FIRST,FST 131,T-1L,3,____,0,0.0000,
2935-47948,2015,FIRST,VETA 103,G-3L,3,____,2,1.0000,
5754-32747,2015,FIRST,MATH 181,E,3,____,4,1.0000,
0896-01929,2015,FIRST,PE 2-BR,BR-ST,0,____,1,1.0000,
0896-01929,2015,FIRST,CMSC 137,B-1L,3,____,2,1.0000,
0896-01929,2015,FIRST,CMSC 141,D-6L,3,____,3,1.0000,
0896-01929,2015,FIRST,CMSC 124,T-4L,3,____,0,0.0000,
5469-88924,2015,FIRST,MATH 174,B-4L,3,____,2,1.0000,
5469-88924,2015,FIRST,MATH 181,E,3,____,3,1.0000,
4743-40914,2015,FIRST,ABE 180,G,3,____,2,1.0000,
4743-40914,2015,FIRST,CE 121,AB2-1C,3,____,3,1.0000,
4743-40914,2015,FIRST,CE 131,U-1C,3,____,0,0.0000,
4743-40914,2015,FIRST,ENSC 18,D-1L,3,____,0,0.0000,
0481-70670,2015,FIRST,MATH 38,T-2R,3,____,5,1.0000,
0837-28908,2015,FIRST,BIO 70,F,3,____,5,1.0000,
0837-28908,2015,FIRST,BIO 130a,G,3,____,0,0.0000,
0837-28908,2015,FIRST,MCB 102,S,3,____,0,0.0000,
0837-28908,2015,FIRST,MCB 103,T,3,____,0,0.0000,
9651-73559,2015,FIRST,ECON 199a,Y1a,1,____,3,1.0000,
7662-56634,2015,FIRST,ENSC 15,C,3,____,5,1.0000,
7662-56634,2015,FIRST,ENSC 16,W,3,____,6,1.0000,
3023-59778,2015,FIRST,CHEM 40.1,16L,1,____,6,1.0000,
3023-59778,2015,FIRST,CHEM 40.0,A,3,____,7,1.0000,
2723-65482,2015,FIRST,ABT 101,T,3,____,6,1.0000,
0087-98707,2015,FIRST,EDUC 102,U,3,____,5,1.0000,
0087-98707,2015,FIRST,COST 110,E,3,____,6,1.0000,
0087-98707,2015,FIRST,MATH 1(MST),V,3,____,0,0.0000,
9478-12390,2015,FIRST,CERP 131,U,3,____,1,1.0000,
9478-12390,2015,FIRST,HUM 2(AH),X1-1R,3,____,2,1.0000,
9478-12390,2015,FIRST,CERP 122,C,3,____,0,0.0000,
9478-12390,2015,FIRST,CERP 140,Y,3,____,0,0.0000,
5259-95437,2015,FIRST,CHEM 40.1,13L,1,____,5,1.0000,
6388-77729,2015,FIRST,NASC 2(MST),G,3,____,6,1.0000,
6388-77729,2015,FIRST,HUM 2(AH),W-2R,3,____,8,1.0000,
2193-83925,2015,FIRST,BIO 3,E-2L,5,____,2,1.0000,
9247-83049,2015,FIRST,EE 170,C,3,____,1,1.0000,
9247-83049,2015,FIRST,EE 12,V-2L,4,____,2,1.0000,
9247-83049,2015,FIRST,EE 18,X,3,____,3,1.0000,
0636-84853,2015,FIRST,CMSC 137,B-1L,3,____,2,1.0000,
0636-84853,2015,FIRST,CMSC 141,D-6L,3,____,3,1.0000,
0636-84853,2015,FIRST,CMSC 124,T-4L,3,____,6,1.0000,
4411-84182,2015,FIRST,AEC 1,T-5R,3,____,3,1.0000,
0384-84826,2015,FIRST,MATH 28,T-1R,3,____,5,1.0000,
8825-18980,2015,FIRST,CMSC 137,B-4L,3,____,1,1.0000,
8825-18980,2015,FIRST,POSC 1(SSP),A-3R,3,____,6,1.0000,
8825-18980,2015,FIRST,CMSC 124,T-1L,3,____,0,0.0000,
3149-01506,2015,FIRST,HUM 2(AH),V-3R,3,____,0,0.0000,
9988-61470,2015,FIRST,MATH 1(MST),V,3,____,3,1.0000,
9988-61470,2015,FIRST,ABE 30,T2,1,____,5,1.0000,
9988-61470,2015,FIRST,CHEM 15.1,7L,2,____,7,1.0000,
9988-61470,2015,FIRST,MATH 26,S-1R,3,____,0,0.0000,
9988-61470,2015,FIRST,BIO 2,W-2L,3,____,0,0.0000,
9988-61470,2015,FIRST,NASC 4(MST),G,3,____,0,0.0000,
3937-02786,2015,FIRST,CMSC 124,T-4L,3,____,1,1.0000,
3937-02786,2015,FIRST,CMSC 137,B-1L,3,____,5,1.0000,
3937-02786,2015,FIRST,CMSC 141,D-6L,3,____,6,1.0000,
7842-12510,2015,FIRST,NASC 2(MST),T,3,____,5,1.0000,
7842-12510,2015,FIRST,POSC 1(SSP),A-4R,3,____,6,1.0000,
7842-12510,2015,FIRST,CMSC 2,E-5L,3,____,7,1.0000,
2957-25121,2015,FIRST,ABE 50,A-2L,3,____,3,1.0000,
2957-25121,2015,FIRST,ABE 31,T-2L,2,____,4,1.0000,
2957-25121,2015,FIRST,ENSC 18,D-2L,3,____,5,1.0000,
4604-04455,2015,FIRST,MATH 120,D,3,____,5,1.0000,
5155-94189,2015,FIRST,CHEM 112,Z,3,____,4,1.0000,
7774-95254,2015,FIRST,HUM 2(AH),W-2R,3,____,4,1.0000,
7774-95254,2015,FIRST,FST 122,B-1L,3,____,0,0.0000,
5507-93110,2015,FIRST,DEVC 126,T-4L,3,____,3,1.0000,
5507-93110,2015,FIRST,POSC 10,D,3,____,6,1.0000,
8201-95226,2015,FIRST,VETA 103,G-2L,3,____,1,1.0000,
8201-95226,2015,FIRST,ZOTC 112,S,3,____,3,1.0000,
8201-95226,2015,FIRST,CHEM 160,A,3,____,4,1.0000,
3607-38923,2015,FIRST,VETA 103,G-2L,3,____,6,1.0000,
8149-72837,2015,FIRST,ABM 103,X,3,____,3,1.0000,
3696-45937,2015,FIRST,PHYS 83,BT-2L,5,____,1,1.0000,
5144-16286,2015,FIRST,CE 121,AB1-2C,3,____,1,1.0000,
5144-16286,2015,FIRST,CE 131,U-2C,3,____,5,1.0000,
5144-16286,2015,FIRST,ENSC 18,V-1L,3,____,6,1.0000,
2228-29372,2015,FIRST,POSC 180,W,3,____,2,1.0000,
1116-81423,2015,FIRST,CMSC 11,U-2L,3,____,3,1.0000,
1116-81423,2015,FIRST,MATH 26,S-1R,3,____,4,1.0000,
7674-51508,2015,FIRST,CHEM 112,Z,3,____,7,1.0000,
