stdno,schoolyear,term,course,section,units,grade,courserank,contrib
8371-94009,2015,FIRST,PSY 1(SSP),X2-3R,3,____,0,0.0000,
6999-65764,2015,FIRST,HNF 111,U-2L,4,____,1,1.0000,
6999-65764,2015,FIRST,MGT 111,F,3,____,2,1.0000,
6999-65764,2015,FIRST,STAT 1,S-9L,3,____,3,1.0000,
6999-65764,2015,FIRST,HNF 12,T-3L,3,____,4,1.0000,
6999-65764,2015,FIRST,HUM 1(AH),E,3,____,5,1.0000,
6999-65764,2015,FIRST,PI 10(SSP),G1-4R,3,____,6,1.0000,
8527-08368,2015,FIRST,ENSC 12,U,3,____,2,1.0000,
8527-08368,2015,FIRST,ABE 70,G-2L,3,____,4,1.0000,
8527-08368,2015,FIRST,EE 1,YZ-5L,3,____,5,1.0000,
8527-08368,2015,FIRST,ENSC 21,B,3,____,0,0.0000,
5150-33200,2015,FIRST,CMSC 131,AB-1L,3,____,1,1.0000,
5150-33200,2015,FIRST,CMSC 124,B-4L,3,____,2,1.0000,
5150-33200,2015,FIRST,CMSC 127,S-4L,3,____,3,1.0000,
5150-33200,2015,FIRST,CMSC 100,EF-3L,3,____,4,1.0000,
5150-33200,2015,FIRST,SPCM 1(AH),W-2R,3,____,5,1.0000,
5150-33200,2015,FIRST,ENG 10,T-5R,3,____,6,1.0000,
1682-87789,2015,FIRST,CHEM 15.0,X,3,____,4,1.0000,
1682-87789,2015,FIRST,CHEM 15.1,27L,2,____,5,1.0000,
1682-87789,2015,FIRST,BIO 2,W-6L,3,____,6,1.0000,
1682-87789,2015,FIRST,ECON 11,U-4R,3,____,7,1.0000,
1682-87789,2015,FIRST,CHEM 160,B,3,____,8,1.0000,
1682-87789,2015,FIRST,HNF 61,Z,3,____,0,0.0000,
3069-23371,2015,FIRST,VETA 103,G-3L,3,____,1,1.0000,
3069-23371,2015,FIRST,VETA 101,GH-3L,5,____,2,1.0000,
3069-23371,2015,FIRST,ZOTC 111,AB,3,____,3,1.0000,
3069-23371,2015,FIRST,STAT 1,V-4L,3,____,4,1.0000,
3069-23371,2015,FIRST,VMCB 121,E-2L,4,____,5,1.0000,
7647-13360,2015,FIRST,CMSC 131,C-4L,3,____,1,1.0000,
7647-13360,2015,FIRST,CMSC 127,S-1L,3,____,2,1.0000,
7647-13360,2015,FIRST,CMSC 124,T-5L,3,____,3,1.0000,
7647-13360,2015,FIRST,POSC 1(SSP),A-2R,3,____,4,1.0000,
7647-13360,2015,FIRST,ENG 10,B-3R,3,____,5,1.0000,
7647-13360,2015,FIRST,CMSC 141,D-7L,3,____,6,1.0000,
3836-38481,2015,FIRST,BIO 140,T,3,____,5,1.0000,
3836-38481,2015,FIRST,HUM 2(AH),B-1R,3,____,0,0.0000,
5590-56098,2015,FIRST,PI 10(SSP),U-1R,3,____,2,1.0000,
5590-56098,2015,FIRST,BIO 130a,G,3,____,3,1.0000,
5590-56098,2015,FIRST,BIO 102,T-1L,3,____,4,1.0000,
5590-56098,2015,FIRST,CHEM 160,C,3,____,5,1.0000,
5590-56098,2015,FIRST,BIO 140,V,3,____,6,1.0000,
5590-56098,2015,FIRST,HUM 2(AH),X2-1R,3,____,7,1.0000,
7951-19532,2015,FIRST,CMSC 131,C-3L,3,____,1,1.0000,
7951-19532,2015,FIRST,CMSC 124,T-2L,3,____,2,1.0000,
7951-19532,2015,FIRST,CMSC 127,ST-1L,3,____,3,1.0000,
7951-19532,2015,FIRST,CMSC 100,EF-4L,3,____,4,1.0000,
7951-19532,2015,FIRST,SPCM 1(AH),U1-6R,3,____,5,1.0000,
7951-19532,2015,FIRST,CMSC 141,D-7L,3,____,6,1.0000,
6526-54637,2015,FIRST,ENG 101,V,3,____,3,1.0000,
6526-54637,2015,FIRST,COMA 192,G,3,____,5,1.0000,
6526-54637,2015,FIRST,THEA 107,H,3,____,6,1.0000,
6526-54637,2015,FIRST,SPCM 101,F,3,____,7,1.0000,
6526-54637,2015,FIRST,SPCM 106,E,3,____,0,0.0000,
1901-22944,2015,FIRST,ABT 105,B3-1L,3,____,2,1.0000,
1901-22944,2015,FIRST,CMSC 11,T-3L,3,____,3,1.0000,
1901-22944,2015,FIRST,BOT 20,ST-4L,3,____,4,1.0000,
1901-22944,2015,FIRST,CHEM 160,D,3,____,5,1.0000,
1901-22944,2015,FIRST,SOIL 1,U-7L,3,____,6,1.0000,
1901-22944,2015,FIRST,HUM 2(AH),X2-2R,3,____,7,1.0000,
1901-22944,2015,FIRST,PI 10(SSP),V-3R,3,____,8,1.0000,
4470-61043,2015,FIRST,FRM 61,T-2L,3,____,1,1.0000,
4470-61043,2015,FIRST,HUM 2(AH),B-5R,3,____,2,1.0000,
4470-61043,2015,FIRST,FRM 104,GH-4L,3,____,4,1.0000,
4470-61043,2015,FIRST,SFI 120,A-2L,3,____,5,1.0000,
7324-90353,2015,FIRST,MGT 113,T,3,____,3,1.0000,
7324-90353,2015,FIRST,MGT 151,U,3,____,4,1.0000,
7324-90353,2015,FIRST,ECON 102,W,3,____,5,1.0000,
7324-90353,2015,FIRST,MGT 131,C,3,____,0,0.0000,
7324-90353,2015,FIRST,NASC 4(MST),G,3,____,0,0.0000,
7324-90353,2015,FIRST,MGT 161,H,3,____,0,0.0000,
7796-89575,2015,FIRST,ENSC 21,U,3,____,1,1.0000,
7796-89575,2015,FIRST,CHEM 160,W,3,____,2,1.0000,
7796-89575,2015,FIRST,EE 1,YZ-6L,3,____,3,1.0000,
7796-89575,2015,FIRST,MCB 1,S-6L,3,____,4,1.0000,
7796-89575,2015,FIRST,ENSC 10a,1L,2,____,7,1.0000,
7796-89575,2015,FIRST,STAT 1,V-5L,3,____,0,0.0000,
9812-69028,2015,FIRST,PE 2-BW,BW-WX1,0,____,1,1.0000,
9812-69028,2015,FIRST,ENSC 12,E,3,____,2,1.0000,
9812-69028,2015,FIRST,CHEM 160,U,3,____,3,1.0000,
3396-07067,2015,FIRST,ENG 101,V,3,____,2,1.0000,
3396-07067,2015,FIRST,COMA 105,T,3,____,3,1.0000,
3396-07067,2015,FIRST,POSC 10,B,3,____,5,1.0000,
3396-07067,2015,FIRST,SPAN I,U,3,____,6,1.0000,
3396-07067,2015,FIRST,SOSC 2(SSP),X-1R,3,____,7,1.0000,
3396-07067,2015,FIRST,PI 10(SSP),H-2R,3,____,0,0.0000,
0515-26740,2015,FIRST,CMSC 131,AB-3L,3,____,1,1.0000,
0515-26740,2015,FIRST,CMSC 124,B-1L,3,____,2,1.0000,
0515-26740,2015,FIRST,CMSC 127,ST-2L,3,____,3,1.0000,
0515-26740,2015,FIRST,CMSC 100,EF-5L,3,____,4,1.0000,
0515-26740,2015,FIRST,SPCM 1(AH),Y-3R,3,____,5,1.0000,
0515-26740,2015,FIRST,CMSC 165,U-2L,3,____,6,1.0000,
1769-82657,2015,FIRST,ZOO 3,ST-3L,3,____,7,1.0000,
1769-82657,2015,FIRST,BIO 140,V,3,____,0,0.0000,
1769-82657,2015,FIRST,NASC 10(MST),U,3,____,0,0.0000,
9147-80771,2015,FIRST,ENSC 12,T,3,____,1,1.0000,
9147-80771,2015,FIRST,ENSC 14,B,3,____,3,1.0000,
9147-80771,2015,FIRST,ENSC 21,C,3,____,4,1.0000,
6007-77821,2015,FIRST,PE 2-TC,TC-S,0,____,2,1.0000,
6007-77821,2015,FIRST,CMSC 11,U-6L,3,____,3,1.0000,
6007-77821,2015,FIRST,PI 10(SSP),H-3R,3,____,5,1.0000,
6007-77821,2015,FIRST,AEC 1,T-5R,3,____,7,1.0000,
6007-77821,2015,FIRST,CHEM 40.0,B,3,____,8,1.0000,
6007-77821,2015,FIRST,CHEM 40.1,13L,1,____,9,1.0000,
6007-77821,2015,FIRST,BIO 30,A-9L,3,____,10,1.0000,
1731-16068,2015,FIRST,FST 130,ST-2L,3,____,3,1.0000,
1731-16068,2015,FIRST,STAT 1,D-5L,3,____,4,1.0000,
1731-16068,2015,FIRST,CHEM 160,V,3,____,5,1.0000,
1731-16068,2015,FIRST,FST 101,S-2L,3,____,6,1.0000,
1731-16068,2015,FIRST,ECON 11,C-6R,3,____,7,1.0000,
1731-16068,2015,FIRST,MCB 1,U-9L,3,____,8,1.0000,
3601-69414,2015,FIRST,FRM 61,T-1L,3,____,2,1.0000,
3601-69414,2015,FIRST,PI 10(SSP),B-1R,3,____,4,1.0000,
3601-69414,2015,FIRST,HUM 1(AH),Z,3,____,5,1.0000,
3601-69414,2015,FIRST,FRM 104,GH-3L,3,____,6,1.0000,
3601-69414,2015,FIRST,SFI 120,A-1L,3,____,7,1.0000,
3601-69414,2015,FIRST,FRM 92,G-1L,3,____,0,0.0000,
8309-45577,2015,FIRST,FRM 61,T-1L,3,____,2,1.0000,
8309-45577,2015,FIRST,HUM 1(AH),Z,3,____,3,1.0000,
8309-45577,2015,FIRST,PI 10(SSP),V-1R,3,____,4,1.0000,
8309-45577,2015,FIRST,FRM 104,GH-4L,3,____,6,1.0000,
8309-45577,2015,FIRST,SFI 120,A-1L,3,____,7,1.0000,
8309-45577,2015,FIRST,ECON 10(SSP),B,3,____,0,0.0000,
8552-57585,2015,FIRST,FST 130,ST-3L,3,____,2,1.0000,
8552-57585,2015,FIRST,CHEM 160,B,3,____,3,1.0000,
8552-57585,2015,FIRST,SOSC 3(SSP),D-3R,3,____,4,1.0000,
8552-57585,2015,FIRST,FST 101,S-3L,3,____,5,1.0000,
8552-57585,2015,FIRST,FST 161,T-1L,3,____,0,0.0000,
0824-01398,2015,FIRST,FRM 61,T-1L,3,____,2,1.0000,
0824-01398,2015,FIRST,HUM 2(AH),D-1R,3,____,4,1.0000,
0824-01398,2015,FIRST,FRM 104,GH-3L,3,____,5,1.0000,
0824-01398,2015,FIRST,SFI 120,A-1L,3,____,6,1.0000,
0783-88983,2015,FIRST,CHEM 44.0,B,3,____,2,1.0000,
0783-88983,2015,FIRST,CHEM 44.1,3L,2,____,3,1.0000,
0783-88983,2015,FIRST,MCB 1,C-5L,3,____,4,1.0000,
0783-88983,2015,FIRST,HUME 10(SSP),S-1R,3,____,5,1.0000,
0783-88983,2015,FIRST,CRSC 1,U-5L,3,____,7,1.0000,
8081-37621,2015,FIRST,CMSC 131,AB-1L,3,____,1,1.0000,
8081-37621,2015,FIRST,CMSC 127,S-4L,3,____,3,1.0000,
8081-37621,2015,FIRST,CMSC 100,EF-3L,3,____,4,1.0000,
8081-37621,2015,FIRST,MATH 28,T-2R,3,____,6,1.0000,
8081-37621,2015,FIRST,HUM 2(AH),W-5R,3,____,0,0.0000,
4891-50948,2015,FIRST,MATH 37,C-4R,5,____,1,1.0000,
4891-50948,2015,FIRST,PHYS 81,GY-2L,5,____,2,1.0000,
4891-50948,2015,FIRST,SPCM 1(AH),B-1R,3,____,3,1.0000,
4891-50948,2015,FIRST,HUM 3(AH),W,3,____,4,1.0000,
4891-50948,2015,FIRST,ENSC 10b,4L,2,____,5,1.0000,
3617-19387,2015,FIRST,CHEM 15.0,X,3,____,2,1.0000,
3617-19387,2015,FIRST,CHEM 15.1,13L,2,____,3,1.0000,
3617-19387,2015,FIRST,SPCM 1(AH),G-3R,3,____,4,1.0000,
3617-19387,2015,FIRST,MATH 14,YZ-4R,3,____,5,1.0000,
3617-19387,2015,FIRST,PHYS 1,F-4L,3,____,6,1.0000,
3617-19387,2015,FIRST,STAT 1,ST-1L,3,____,7,1.0000,
3617-19387,2015,FIRST,ECON 11,C-2R,3,____,8,1.0000,
1266-87286,2015,FIRST,CHEM 43.0,T,3,____,2,1.0000,
1266-87286,2015,FIRST,CHEM 43.1,4L,2,____,3,1.0000,
1266-87286,2015,FIRST,MATH 27,A-4R,3,____,4,1.0000,
1266-87286,2015,FIRST,PHYS 81,GY-4L,5,____,5,1.0000,
1266-87286,2015,FIRST,NASC 1(MST),V-1R,3,____,6,1.0000,
1266-87286,2015,FIRST,SPCM 1(AH),U1-5R,3,____,7,1.0000,
5606-37176,2015,FIRST,CMSC 11,T-3L,3,____,1,1.0000,
5606-37176,2015,FIRST,HUM 2(AH),X2-3R,3,____,3,1.0000,
5606-37176,2015,FIRST,CRPT 1,T-7L,3,____,6,1.0000,
5606-37176,2015,FIRST,CRSC 2,S-2L,3,____,7,1.0000,
3841-17139,2015,FIRST,FRM 61,T-1L,3,____,3,1.0000,
3841-17139,2015,FIRST,PI 10(SSP),G1-6R,3,____,5,1.0000,
3841-17139,2015,FIRST,FBS 36,B-2L,3,____,8,1.0000,
3841-17139,2015,FIRST,FRM 92,G-1L,3,____,9,1.0000,
7961-20806,2015,FIRST,PHLO 174,G,3,____,2,1.0000,
7961-20806,2015,FIRST,PHLO 195,X,3,____,3,1.0000,
7961-20806,2015,FIRST,PHLO 176,Y,3,____,6,1.0000,
7961-20806,2015,FIRST,JAP 10,T1,3,____,7,1.0000,
7961-20806,2015,FIRST,SOC 180,A,3,____,0,0.0000,
7140-68773,2015,FIRST,ENSC 12,U,3,____,1,1.0000,
7140-68773,2015,FIRST,ABE 70,G-2L,3,____,3,1.0000,
7140-68773,2015,FIRST,EE 1,YZ-5L,3,____,4,1.0000,
7140-68773,2015,FIRST,ENSC 21,B,3,____,0,0.0000,
5711-90100,2015,FIRST,CRSC 1,U-1L,3,____,1,1.0000,
5711-90100,2015,FIRST,ENSC 12,T,3,____,2,1.0000,
5711-90100,2015,FIRST,PI 10(SSP),A-2R,3,____,0,0.0000,
4469-36408,2015,FIRST,ENG 101,G,3,____,1,1.0000,
4469-36408,2015,FIRST,COMA 105,U,3,____,2,1.0000,
4469-36408,2015,FIRST,PI 10(SSP),H-1R,3,____,0,0.0000,
7939-53036,2015,FIRST,FST 130,ST-1L,3,____,2,1.0000,
7939-53036,2015,FIRST,MCB 180,B-3L,3,____,3,1.0000,
7939-53036,2015,FIRST,FST 111,AB,3,____,4,1.0000,
7939-53036,2015,FIRST,CHEM 32.0,X,3,____,5,1.0000,
7939-53036,2015,FIRST,CHEM 32.1,8L,2,____,6,1.0000,
7939-53036,2015,FIRST,ECON 11,C-3R,3,____,0,0.0000,
3160-17761,2015,FIRST,CRSC 1,U-6L,3,____,2,1.0000,
3160-17761,2015,FIRST,ENSC 12,V,3,____,3,1.0000,
3160-17761,2015,FIRST,ENSC 13,T,3,____,4,1.0000,
3160-17761,2015,FIRST,ENSC 14,B,3,____,5,1.0000,
3160-17761,2015,FIRST,ENSC 21,C,3,____,6,1.0000,
3160-17761,2015,FIRST,NASC 5(MST),W-3R,3,____,0,0.0000,
8369-34672,2015,FIRST,EE 11,V-2L,4,____,2,1.0000,
8369-34672,2015,FIRST,ENSC 21,Y,3,____,3,1.0000,
8369-34672,2015,FIRST,ENSC 14a,ZH-2C,5,____,4,1.0000,
8369-34672,2015,FIRST,ENSC 12,F,3,____,5,1.0000,
8369-34672,2015,FIRST,PHYS 83,BT-3L,5,____,6,1.0000,
8153-10039,2015,FIRST,ABT 105,B3-1L,3,____,2,1.0000,
8153-10039,2015,FIRST,BOT 20,ST-4L,3,____,3,1.0000,
8153-10039,2015,FIRST,CHEM 160,X,3,____,4,1.0000,
8153-10039,2015,FIRST,SOIL 1,U-8L,3,____,5,1.0000,
8153-10039,2015,FIRST,HUM 1(AH),V,3,____,6,1.0000,
8153-10039,2015,FIRST,PI 10(SSP),A2-1R,3,____,7,1.0000,
8153-10039,2015,FIRST,ABT 107,C,3,____,8,1.0000,
6335-67272,2015,FIRST,MATH 181,V,3,____,2,1.0000,
6335-67272,2015,FIRST,AMAT 167,E,3,____,3,1.0000,
6335-67272,2015,FIRST,MATH 174,B-3L,3,____,4,1.0000,
6335-67272,2015,FIRST,AMAT 160,U,3,____,5,1.0000,
6335-67272,2015,FIRST,MATH 151,H,3,____,6,1.0000,
6335-67272,2015,FIRST,STAT 101,B-3L,3,____,0,0.0000,
8203-48528,2015,FIRST,AMAT 170,T,3,____,1,1.0000,
8203-48528,2015,FIRST,MATH 181,V,3,____,2,1.0000,
8203-48528,2015,FIRST,MATH 174,B-3L,3,____,3,1.0000,
8203-48528,2015,FIRST,AMAT 112,B,3,____,4,1.0000,
8203-48528,2015,FIRST,MATH 151,C,3,____,5,1.0000,
8203-48528,2015,FIRST,MATH 120,D,3,____,0,0.0000,
0556-29085,2015,FIRST,ENSC 21,F,3,____,1,1.0000,
0556-29085,2015,FIRST,ENSC 12,D,3,____,2,1.0000,
0556-29085,2015,FIRST,CHEM 112,G,3,____,3,1.0000,
0556-29085,2015,FIRST,ChE 32,UV-2L,3,____,4,1.0000,
0556-29085,2015,FIRST,CHEM 160,E,3,____,5,1.0000,
0556-29085,2015,FIRST,CHEM 111.1,2L,2,____,6,1.0000,
0556-29085,2015,FIRST,EE 1,YZ-1L,3,____,7,1.0000,
2232-09473,2015,FIRST,ABT 105,B3-1L,3,____,2,1.0000,
2232-09473,2015,FIRST,BOT 20,ST-4L,3,____,3,1.0000,
2232-09473,2015,FIRST,CHEM 160,X,3,____,4,1.0000,
2232-09473,2015,FIRST,SOIL 1,U-8L,3,____,5,1.0000,
2232-09473,2015,FIRST,HUM 1(AH),V,3,____,6,1.0000,
2232-09473,2015,FIRST,PI 10(SSP),A2-1R,3,____,7,1.0000,
2232-09473,2015,FIRST,ABT 107,C,3,____,8,1.0000,
4784-44753,2015,FIRST,PI 10(SSP),U-5R,3,____,3,1.0000,
4784-44753,2015,FIRST,BIO 140,T,3,____,8,1.0000,
4784-44753,2015,FIRST,HUM 2(AH),X1-2R,3,____,0,0.0000,
3880-90778,2015,FIRST,PE 2-BT,BT-X,0,____,1,1.0000,
3880-90778,2015,FIRST,FRM 61,T-2L,3,____,2,1.0000,
3880-90778,2015,FIRST,HUM 3(AH),W,3,____,3,1.0000,
3880-90778,2015,FIRST,PI 10(SSP),Z1-5R,3,____,4,1.0000,
3880-90778,2015,FIRST,HUM 1(AH),V,3,____,5,1.0000,
3880-90778,2015,FIRST,FRM 104,GH-2L,3,____,6,1.0000,
3880-90778,2015,FIRST,SFI 100,ST-3L,3,____,7,1.0000,
3880-90778,2015,FIRST,SPCM 1(AH),U1-6R,3,____,8,1.0000,
5537-92745,2015,FIRST,STAT 1,D-7L,3,____,2,1.0000,
5537-92745,2015,FIRST,SPCM 1(AH),G-4R,3,____,3,1.0000,
5537-92745,2015,FIRST,BIO 30,A-3L,3,____,4,1.0000,
5537-92745,2015,FIRST,MST 101a,AR4,1,____,5,1.0000,
5537-92745,2015,FIRST,MATH 14,YZ-4R,3,____,6,1.0000,
5537-92745,2015,FIRST,ENG 2(AH),F-6R,3,____,7,1.0000,
5537-92745,2015,FIRST,EDUC 144,B,3,____,8,1.0000,
5019-61548,2015,FIRST,VETA 103,B-2L,3,____,2,1.0000,
5019-61548,2015,FIRST,VETA 101,GH-3L,5,____,3,1.0000,
5019-61548,2015,FIRST,ZOTC 111,AB,3,____,4,1.0000,
5019-61548,2015,FIRST,HUME 10(SSP),S-3R,3,____,5,1.0000,
5019-61548,2015,FIRST,STAT 162,G-7L,3,____,6,1.0000,
5019-61548,2015,FIRST,CHEM 160.1,2L,2,____,7,1.0000,
9103-81645,2015,FIRST,ENSC 21,B,3,____,2,1.0000,
9103-81645,2015,FIRST,CHEM 32.0,X,3,____,3,1.0000,
9103-81645,2015,FIRST,CHEM 32.1,5L,2,____,4,1.0000,
9103-81645,2015,FIRST,CHEM 40.1,30L,1,____,6,1.0000,
9103-81645,2015,FIRST,SPCM 1(AH),Y-2R,3,____,7,1.0000,
9103-81645,2015,FIRST,ENSC 11,W,3,____,8,1.0000,
9103-81645,2015,FIRST,ENSC 10b,4L,2,____,9,1.0000,
9103-81645,2015,FIRST,ENSC 26,Z-2L,3,____,0,0.0000,
6638-41806,2015,FIRST,COMA 101,U,3,____,2,1.0000,
6638-41806,2015,FIRST,ENG 101,G,3,____,6,1.0000,
2111-54149,2015,FIRST,ENSC 12,C,3,____,2,1.0000,
2111-54149,2015,FIRST,PHYS 82,DV-6L,5,____,5,1.0000,
5465-36325,2015,FIRST,ENSC 12,T,3,____,2,1.0000,
5465-36325,2015,FIRST,ENSC 13,B,3,____,3,1.0000,
5465-36325,2015,FIRST,ENSC 14,G,3,____,4,1.0000,
5465-36325,2015,FIRST,ENSC 21,E,3,____,5,1.0000,
5465-36325,2015,FIRST,EE 1,YZ-3L,3,____,0,0.0000,
0248-86407,2015,FIRST,MATH 111,Z,3,____,1,1.0000,
0248-86407,2015,FIRST,MATH 141,W,3,____,2,1.0000,
0248-86407,2015,FIRST,MATH 151,H,3,____,3,1.0000,
0248-86407,2015,FIRST,MATH 155,V,3,____,4,1.0000,
0248-86407,2015,FIRST,MATH 195,B,3,____,5,1.0000,
0248-86407,2015,FIRST,MATH 143,U,3,____,6,1.0000,
3177-45768,2015,FIRST,AGRI 111,B-3L,3,____,4,1.0000,
3177-45768,2015,FIRST,AECO 111,C-1L,3,____,5,1.0000,
3177-45768,2015,FIRST,HUM 1(AH),D,3,____,6,1.0000,
3177-45768,2015,FIRST,AGRI 121,X,3,____,0,0.0000,
7912-68119,2015,FIRST,CMSC 131,AB-3L,3,____,1,1.0000,
7912-68119,2015,FIRST,CMSC 124,B-1L,3,____,2,1.0000,
7912-68119,2015,FIRST,CMSC 127,S-4L,3,____,3,1.0000,
7912-68119,2015,FIRST,CMSC 100,EF-5L,3,____,4,1.0000,
7912-68119,2015,FIRST,CMSC 165,U-2L,3,____,5,1.0000,
7912-68119,2015,FIRST,ENG 10,T-5R,3,____,6,1.0000,
5011-22203,2015,FIRST,ENSC 12,C,3,____,3,1.0000,
5011-22203,2015,FIRST,PI 10(SSP),A-2R,3,____,0,0.0000,
8986-74983,2015,FIRST,AMAT 170,T,3,____,1,1.0000,
8986-74983,2015,FIRST,MATH 181,V,3,____,2,1.0000,
8986-74983,2015,FIRST,MATH 174,B-3L,3,____,3,1.0000,
8986-74983,2015,FIRST,MATH 151,C,3,____,4,1.0000,
8986-74983,2015,FIRST,HUM 2(AH),W-2R,3,____,0,0.0000,
8986-74983,2015,FIRST,AMAT 112,B,3,____,0,0.0000,
4759-13682,2015,FIRST,PE 2-BT,BT-F,0,____,1,1.0000,
4759-13682,2015,FIRST,VETA 103,G-4L,3,____,2,1.0000,
4759-13682,2015,FIRST,VETA 101,GH-4L,5,____,3,1.0000,
4759-13682,2015,FIRST,ZOTC 111,AB,3,____,4,1.0000,
4759-13682,2015,FIRST,STAT 1,ST-7L,3,____,5,1.0000,
4759-13682,2015,FIRST,VMCB 121,E-3L,4,____,6,1.0000,
7962-59026,2015,FIRST,MST 101a,AR2,1,____,2,1.0000,
7962-59026,2015,FIRST,BIO 3,E-1L,5,____,3,1.0000,
7962-59026,2015,FIRST,MCB 1,U-4L,3,____,6,1.0000,
1662-43233,2015,FIRST,PI 10(SSP),A2-6R,3,____,6,1.0000,
1662-43233,2015,FIRST,BIO 140,T,3,____,8,1.0000,
3955-66591,2015,FIRST,NASC 7(MST),X,3,____,2,1.0000,
3955-66591,2015,FIRST,ECON 121,E,3,____,3,1.0000,
3955-66591,2015,FIRST,ECON 130,T,3,____,4,1.0000,
3955-66591,2015,FIRST,ECON 137,U-1L,3,____,5,1.0000,
3955-66591,2015,FIRST,ECON 115,F,3,____,6,1.0000,
3955-66591,2015,FIRST,MGT 111,H,3,____,0,0.0000,
3154-46068,2015,FIRST,HUME 196,D,3,____,2,1.0000,
3154-46068,2015,FIRST,HUME 103,X1,3,____,3,1.0000,
3154-46068,2015,FIRST,CERP 131,W,3,____,4,1.0000,
3154-46068,2015,FIRST,SOC 140,Y,3,____,7,1.0000,
3154-46068,2015,FIRST,POSC 1(SSP),T-1R,3,____,8,1.0000,
3154-46068,2015,FIRST,CERP 21,Z,3,____,0,0.0000,
1426-92983,2015,FIRST,ENG 101,G,3,____,1,1.0000,
1426-92983,2015,FIRST,COMA 105,U,3,____,2,1.0000,
1426-92983,2015,FIRST,THEA 107,H,3,____,4,1.0000,
1426-92983,2015,FIRST,HUM 150,F,3,____,0,0.0000,
1426-92983,2015,FIRST,NASC 2(MST),T,3,____,0,0.0000,
3352-17373,2015,FIRST,FST 130,ST-1L,3,____,1,1.0000,
3352-17373,2015,FIRST,STAT 1,H-4L,3,____,2,1.0000,
3352-17373,2015,FIRST,CHEM 160,X,3,____,3,1.0000,
3352-17373,2015,FIRST,FST 101,S-2L,3,____,4,1.0000,
3352-17373,2015,FIRST,ECON 11,W-5R,3,____,5,1.0000,
3352-17373,2015,FIRST,MCB 1,C-8L,3,____,6,1.0000,
2349-18789,2015,FIRST,FBS 31,AB-4L,3,____,2,1.0000,
2349-18789,2015,FIRST,ECON 11,C-2R,3,____,5,1.0000,
2349-18789,2015,FIRST,FBS 21,A-4L,4,____,6,1.0000,
2349-18789,2015,FIRST,SFFG 101,Y,3,____,7,1.0000,
2349-18789,2015,FIRST,FRM 92,G-1L,3,____,0,0.0000,
6333-65053,2015,FIRST,MATH 14,B-4R,3,____,2,1.0000,
6333-65053,2015,FIRST,FBS 21,A-4L,4,____,3,1.0000,
6333-65053,2015,FIRST,SFFG 101,Y,3,____,4,1.0000,
6333-65053,2015,FIRST,STAT 1,H-6L,3,____,5,1.0000,
6333-65053,2015,FIRST,FRM 117,C,3,____,6,1.0000,
6525-02068,2015,FIRST,HUME 103,V,3,____,3,1.0000,
6525-02068,2015,FIRST,HFDS 22,B,3,____,4,1.0000,
6525-02068,2015,FIRST,SOC 140,X,3,____,0,0.0000,
6525-02068,2015,FIRST,HUM 2(AH),D-2R,3,____,0,0.0000,
7350-53606,2015,FIRST,DEVC 70,D-4L,3,____,1,1.0000,
7350-53606,2015,FIRST,DEVC 101,H,3,____,3,1.0000,
7350-53606,2015,FIRST,DEVC 126,T-3L,3,____,4,1.0000,
7350-53606,2015,FIRST,DEVC 144,ST-2L,3,____,5,1.0000,
7350-53606,2015,FIRST,DEVC 153,G,3,____,6,1.0000,
7350-53606,2015,FIRST,PSY 1(SSP),C-4R,3,____,0,0.0000,
0001-39462,2015,FIRST,HNF 21,S-2L,4,____,1,1.0000,
0001-39462,2015,FIRST,HNF 111,T-2L,4,____,2,1.0000,
0001-39462,2015,FIRST,STAT 1,D-10L,3,____,3,1.0000,
0001-39462,2015,FIRST,HUM 1(AH),E,3,____,4,1.0000,
0001-39462,2015,FIRST,PHYS 1,F-3L,3,____,5,1.0000,
0001-39462,2015,FIRST,MCB 1,C-1L,3,____,6,1.0000,
0001-39462,2015,FIRST,ENG 10,B-3R,3,____,7,1.0000,
3839-05323,2015,FIRST,PE 2-RUN,RUN-YZ1,0,____,1,1.0000,
3839-05323,2015,FIRST,ENSC 12,F,3,____,2,1.0000,
3839-05323,2015,FIRST,ENSC 13,B,3,____,3,1.0000,
3839-05323,2015,FIRST,ABE 70,G-2L,3,____,4,1.0000,
3839-05323,2015,FIRST,EE 1,YZ-2L,3,____,5,1.0000,
3839-05323,2015,FIRST,HUME 10(SSP),S-1R,3,____,6,1.0000,
3839-05323,2015,FIRST,ENSC 10b,2L,2,____,7,1.0000,
3198-29288,2015,FIRST,CMSC 131,AB-3L,3,____,1,1.0000,
3198-29288,2015,FIRST,CMSC 124,B-1L,3,____,2,1.0000,
3198-29288,2015,FIRST,CMSC 127,S-4L,3,____,3,1.0000,
3198-29288,2015,FIRST,CMSC 100,EF-5L,3,____,4,1.0000,
3198-29288,2015,FIRST,CMSC 165,U-2L,3,____,5,1.0000,
3198-29288,2015,FIRST,ENG 10,T-5R,3,____,0,0.0000,
7668-85432,2015,FIRST,FST 130,ST-1L,3,____,3,1.0000,
7668-85432,2015,FIRST,MCB 180,B-3L,3,____,4,1.0000,
7668-85432,2015,FIRST,PI 10(SSP),G1-3R,3,____,5,1.0000,
7668-85432,2015,FIRST,FST 101,S-2L,3,____,6,1.0000,
7668-85432,2015,FIRST,ECON 11,C-3R,3,____,7,1.0000,
