stdno,allowedunits,currentunitsenlisted
5475-41713,19,15
3792-35959,19,15
7051-75414,20,20
7247-97670,21,15
5341-45894,12,6
9245-17453,19,19
0619-17301,19,19
9090-08775,21,21
6717-67169,17,18
2080-20623,15,6
4845-87770,18,18
2357-28490,21,21
4881-54930,21,18
2984-24064,18,13
5119-86245,17,18
6741-90344,21,15
8758-43565,18,12
4049-25503,21,22
5982-07017,18,18
7079-90139,18,17
6172-12161,20,20
9092-53494,19,18
4690-66259,21,15
4969-42425,20,11
5713-16247,18,18
8481-01530,18,18
9966-11279,18,3
1794-41078,19,18
8552-95694,12,6
2086-22055,18,12
4053-22028,21,12
4729-99612,18,18
2977-52907,19,6
9949-34789,21,12
8725-23985,19,20
9096-23824,18,15
7949-96095,23,18
0206-44812,17,18
7415-61827,22,10
2185-93448,20,18
8895-73586,18,18
7546-67910,19,18
2293-50979,20,18
0379-51258,18,15
3339-11956,19,19
6225-93554,23,22
2230-49014,19,18
9399-17169,18,15
8970-44010,18,14
6149-69962,21,6
4467-52376,17,5
7867-89541,20,18
8716-18081,19,19
0967-00076,18,12
5936-36319,18,10
9507-95424,19,13
6941-42264,19,15
5149-55597,19,19
2158-11900,20,19
2098-15846,18,9
1853-21943,18,18
1936-44734,21,12
5874-14990,18,9
3061-68057,21,19
8709-18044,21,14
3205-15851,21,21
4715-69887,19,15
1061-13411,19,16
2924-85810,21,16
5296-77599,21,18
2946-33264,18,15
4568-64697,19,12
2120-35612,18,12
4031-52324,19,20
5153-86907,19,18
7986-36975,19,18
4581-76402,19,18
2895-64840,21,16
1469-11684,19,20
3695-94038,19,8
4623-16179,18,10
2880-52791,18,12
4698-71881,17,18
5498-18556,23,6
1812-30556,21,21
3259-63215,19,19
9811-49463,21,12
4583-45625,24,19
6724-40491,19,16
8583-52164,18,12
5619-89633,18,15
0095-72622,18,9
0807-31461,18,18
0950-72864,18,18
5542-12803,20,18
5469-51740,20,18
7772-92855,18,6
2841-02895,19,19
6025-64652,21,16
5072-35347,21,13
6341-85091,19,20
9678-56418,21,18
7773-18030,19,4
8392-22359,18,15
3720-18835,18,19
3500-62383,20,16
4236-78575,18,18
5088-30448,18,12
6244-79887,17,18
0889-26054,21,16
8541-06013,18,12
5672-70503,18,15
2469-96769,19,13
1216-25226,18,6
8939-32695,18,15
4628-92180,18,18
0820-42283,18,12
1408-24655,18,18
0772-59468,21,15
5725-10740,19,18
2139-10373,21,21
3077-51969,19,18
4891-33960,23,13
8597-81286,20,20
2956-27247,19,18
1668-04016,21,21
5545-93272,21,17
8184-70518,21,15
8367-75361,20,11
0140-32276,18,9
1424-92391,18,9
9698-56695,20,15
2905-25326,19,18
9704-23032,19,18
9967-41589,21,6
2350-05139,20,14
0091-48706,18,15
5438-75680,15,3
5470-52292,20,14
5046-38687,18,13
7298-61595,18,18
3159-69756,19,19
8872-57472,19,19
7489-54299,18,18
9479-77510,21,13
9289-37288,21,21
5958-87950,19,18
3467-13553,19,12
5518-37191,18,12
6393-63293,18,13
6352-16899,18,13
7930-15403,18,18
9482-10932,18,15
1311-03463,19,9
9966-78268,21,21
3619-90406,18,9
1403-32208,18,15
1678-39722,18,3
0008-23477,19,18
6793-87376,21,12
4354-92900,19,18
9180-35344,19,18
8259-69164,17,14
9058-20043,21,12
7347-62165,19,19
4037-63913,19,20
8339-54294,18,0
1464-35291,18,9
8281-47556,21,13
7680-27647,19,18
5462-58968,17,12
5569-17522,17,18
3204-61696,21,21
9331-25878,18,18
3100-61000,21,15
6652-61016,21,15
7722-74631,21,18
3953-40994,17,13
9977-31602,17,15
2439-49669,21,15
7684-66579,18,6
2843-74477,18,12
8389-58169,12,9
1954-84101,19,20
5900-91641,19,20
5856-11594,19,18
3184-85763,17,18
1924-53039,21,9
2049-39895,23,6
3860-73957,21,20
5131-67313,21,15
2654-71096,23,16
8708-83668,21,16
0484-32515,17,18
7434-13332,18,11
5093-26252,23,23
6452-25374,19,15
0501-86600,20,16
5731-99535,19,18
8091-72691,21,13
9018-13063,18,18
5263-38722,21,20
4388-72441,21,19
0881-25032,18,18
5662-98286,18,13
9086-08313,20,19
1665-87733,18,19
4209-44559,21,10
1794-20981,18,15
2565-23071,18,18
4044-49990,21,17
3837-42228,21,9
3948-81244,20,17
8117-54552,17,18
3387-93382,21,19
7430-95559,23,20
6032-06795,18,18
0476-12978,19,19
8525-05652,17,18
1731-33091,18,9
1693-91552,21,10
7352-55129,21,18
5459-26578,19,20
0201-99616,21,10
8269-25747,21,9
3475-04128,18,15
3232-42710,19,15
2475-19758,18,3
8013-69523,18,12
2090-03797,21,21
4712-46032,18,18
8413-14566,18,12
9153-28783,20,15
3440-54277,19,13
9713-22080,17,18
5779-04482,17,0
5304-90817,18,15
7335-40920,17,18
0271-09201,18,18
4580-38589,18,12
3578-72630,23,14
9770-49071,18,13
9921-09917,18,18
7216-95164,21,21
4108-12973,19,16
5655-88323,19,18
1983-26009,20,19
9579-25556,21,13
1129-23926,18,18
9437-20498,21,22
3751-19372,20,20
2692-08020,21,8
7228-79219,18,16
9642-25458,21,10
6935-67860,21,15
7288-67963,18,12
3071-40471,18,15
6666-86997,19,14
3103-32990,18,16
5354-10804,17,18
3220-64013,21,18
5933-60028,21,21
2190-27403,20,12
6749-03032,18,18
2786-93065,21,12
0015-32653,20,9
8881-83681,18,9
7587-81611,21,21
0169-39508,21,22
7603-64146,17,18
1052-37954,21,15
1299-63232,21,19
6493-00043,18,10
6282-08724,21,15
6157-69794,18,15
8683-75547,21,20
8982-75416,19,18
7537-32002,18,6
2718-38871,19,10
1549-20900,18,18
1026-28062,21,17
4648-04540,21,18
6702-78508,18,18
7083-84481,18,12
4462-18746,18,9
0216-30078,18,18
7791-08976,18,13
1825-81055,18,18
4159-22391,20,20
2460-91992,19,9
5791-93859,18,16
3293-60425,21,18
4052-96066,21,15
8665-76817,20,19
7551-47553,19,20
7272-39301,21,21
7281-50862,19,18
9193-80975,18,18
2051-44297,18,9
0601-23297,17,18
1500-84925,21,22
1887-60363,17,18
4252-53498,19,20
6429-61224,19,19
6870-78422,19,11
3806-36817,18,0
9619-71833,21,18
5981-36722,20,19
0745-11770,18,13
5655-43459,21,21
0288-33014,18,9
8908-75037,18,12
0635-66554,17,18
9998-49597,18,12
4323-03501,21,21
5503-57338,18,3
1354-01311,18,13
9246-19880,18,9
5453-02199,19,20
8098-93577,17,12
1966-12631,19,9
4522-98260,19,16
3204-62230,18,10
5308-91371,19,15
2523-96658,19,14
5925-59291,18,10
2469-08553,12,11
0291-01538,20,12
7626-48717,19,19
7634-29157,21,15
5645-07223,18,18
6825-12417,19,20
0705-59039,18,16
8949-93323,20,16
1231-53252,21,21
1010-80061,21,21
1998-87490,21,15
8232-75386,18,9
1887-72355,18,19
5723-22214,18,9
7452-08662,19,15
3176-98187,21,21
4462-13793,21,16
5609-59638,18,15
7220-92559,20,12
3488-85756,18,13
7486-39521,20,18
7360-95456,20,16
4565-49189,21,21
9418-58959,18,12
5062-59218,18,12
6560-25463,20,11
4591-56917,21,21
8010-16251,21,14
6279-21147,21,13
0570-87951,18,18
4645-17466,19,18
8361-80022,21,13
4190-64366,18,15
1974-38886,21,21
9418-42483,18,10
9971-40917,19,10
4773-75707,18,19
5815-30147,18,8
7633-28929,21,21
3116-27840,18,18
3065-84211,18,18
9406-10865,21,21
7634-27149,20,18
5833-90803,18,9
4382-50646,20,20
8797-81668,21,10
4207-03664,18,18
5237-74585,12,6
7476-59940,19,18
7597-46948,18,18
4385-31255,18,6
8760-56206,18,12
9272-24143,18,18
0131-44390,21,15
6450-70431,18,18
9940-25871,19,10
2490-26487,18,15
7993-12773,18,18
5025-30740,21,18
5475-78050,18,12
1307-67635,21,21
6205-39321,23,13
3601-18449,19,19
1055-96519,21,18
2245-79909,21,9
3477-60149,23,15
0368-46240,18,12
9765-09860,20,18
7194-46943,20,15
8981-13111,21,21
4012-44428,21,15
8256-17562,18,12
8963-68553,18,7
7751-66836,19,15
3115-88543,23,10
5482-14426,18,18
5386-31883,18,18
9549-84672,19,12
3182-35444,19,19
9274-47293,20,20
5233-26189,19,6
8014-97893,20,18
6066-56320,18,9
8611-12293,19,14
5566-45584,18,13
4606-17033,19,19
8843-67114,19,20
7126-82556,20,18
2872-02356,12,9
9210-18554,19,19
5447-47022,19,19
3349-43701,18,18
6939-29189,19,13
8652-31928,18,16
6807-23513,18,3
0894-79141,19,12
0514-99271,15,6
8176-74336,19,19
4942-98975,18,6
3538-66168,21,21
6712-71491,18,10
6879-47729,18,12
7442-29375,18,6
0377-07592,18,18
3152-36835,18,15
4394-25187,19,18
7397-59304,18,15
0403-95419,19,9
9706-51890,18,18
8965-50690,19,13
9529-43672,21,19
1779-07148,20,19
8308-32230,21,13
6160-81730,18,12
1134-16743,19,15
7278-01758,18,12
6250-41562,18,18
6854-97088,21,16
9786-66682,19,19
4595-49581,18,15
4831-27340,17,17
8403-39512,20,17
3523-82799,18,17
6029-59549,18,15
2569-60451,19,20
0430-39470,18,18
2595-46495,18,16
2876-93952,21,12
9319-70788,21,21
0799-14117,20,16
9023-66383,18,18
5374-75638,17,16
0406-23454,21,19
7629-96804,18,15
4447-95848,20,20
4295-22925,19,20
7759-11940,20,19
8610-82540,18,17
6192-52418,18,6
9313-09265,20,14
1033-06739,18,0
6907-23213,19,18
5322-02942,19,15
7856-57649,18,9
4769-90685,21,22
7754-87320,19,16
0940-95527,20,18
2169-81142,21,18
5609-56789,19,15
8672-92199,17,18
3906-02737,19,19
9190-19893,18,18
5284-10565,19,18
0910-90101,18,12
0757-09776,18,18
9874-47458,21,21
9214-71803,18,13
6157-83824,19,18
2168-61663,23,7
2278-00261,18,18
8684-59866,21,21
0793-31265,21,18
6002-62657,21,21
4034-21896,18,6
8805-13900,21,15
8107-77341,18,15
9269-09081,19,19
6035-36097,18,9
0899-88533,21,19
5234-41049,20,19
2376-91358,21,20
7110-78905,21,21
4770-29412,17,17
9002-57113,21,12
0272-48668,19,12
9800-64938,18,15
1416-13066,19,19
1247-46399,19,18
2430-60643,20,16
5401-06430,21,7
0410-43007,18,12
5901-25118,20,11
7278-61830,18,18
4589-95262,19,17
1103-72993,21,21
9062-88493,18,12
3084-69212,21,21
6753-43948,21,16
7771-97205,19,15
7243-20414,12,11
5129-31277,19,18
0537-48807,18,12
0134-28910,21,18
3035-99477,12,11
7689-89010,18,9
1884-52006,18,12
8886-99408,18,16
1887-26706,18,9
5991-59658,17,18
5287-86493,18,13
9346-47093,18,16
5324-50513,18,6
3996-67867,21,21
6486-11296,21,14
4030-61374,18,9
3811-43108,19,16
6809-46748,20,18
6141-44797,15,9
0459-91575,18,6
9866-88409,19,18
1758-18623,12,12
9461-38189,17,18
9718-42998,21,16
7502-01440,18,18
6750-06286,21,16
5365-52299,19,12
7086-40430,18,16
4488-84389,21,21
4934-59638,19,18
9665-55030,18,18
6919-24307,21,0
2522-63671,17,12
5716-73609,21,21
8739-37740,18,18
7369-37877,18,18
5848-51509,18,15
6757-18579,18,17
5465-29887,20,19
5215-92867,19,12
9322-35777,19,19
6666-85195,21,12
4863-37440,19,19
5774-17580,17,18
8537-13945,18,3
3850-11794,21,20
8603-23560,19,3
6972-98779,21,9
5589-33357,18,15
7311-24397,18,13
7747-92647,19,3
9284-44176,18,19
4814-54145,18,16
6766-81150,18,12
9163-22412,18,9
9557-98639,18,12
6379-96011,18,15
2308-11774,21,13
5983-56154,19,15
1182-60277,21,22
4278-67723,19,19
4869-60487,18,18
7910-60470,24,20
3036-90826,18,12
4709-03054,18,18
5801-01306,17,16
3115-09718,19,3
5014-17568,17,18
6560-21482,19,6
8424-82968,19,18
6776-08695,19,19
4324-90023,19,15
7596-89357,18,18
1947-44579,18,7
7888-61389,18,9
6117-01289,19,20
7958-80022,18,18
8132-32351,21,9
2182-49052,19,15
6467-72109,21,20
8700-46290,18,15
1276-32580,19,16
7598-26367,21,20
6898-25281,19,15
0205-69017,19,16
5544-84827,21,21
5397-54773,15,3
1114-51687,18,19
6907-41529,20,17
0028-31277,19,20
6841-95501,19,11
7542-74251,19,18
8518-50142,18,16
0299-33072,18,9
1461-00687,19,10
6427-49564,18,9
0642-97690,20,13
2028-31236,19,19
3777-51586,18,12
6169-41109,18,9
9786-39130,18,18
7569-75811,17,12
0110-49907,21,13
0727-78010,17,18
6662-50585,19,19
7045-22596,18,12
1957-29220,21,15
0528-65228,21,9
7256-73124,21,15
5051-51016,19,19
6447-31379,18,15
5597-88842,21,13
3030-50194,18,7
4388-38062,18,6
8197-87082,18,12
3635-20877,21,19
8045-40581,20,11
0486-12897,19,18
0260-65174,18,16
4149-87813,19,15
6350-96269,19,18
1684-08264,21,18
2597-25353,18,6
1891-39233,18,15
8676-07646,21,12
4469-82879,18,15
9079-61317,23,19
5072-32813,18,12
8003-97379,18,6
4794-93099,18,15
2903-56028,18,15
5029-27121,21,20
9116-13747,19,15
0093-89356,18,12
2042-25880,18,18
8031-88581,20,12
3029-03604,17,9
4507-23789,21,15
6566-82498,23,6
1227-18802,19,20
5224-15668,18,12
6785-06032,19,20
6754-15408,19,3
3942-86058,19,20
3010-33927,19,16
8925-11051,20,20
6892-97882,18,15
8451-87083,20,18
1235-64554,19,17
5000-36724,19,9
3691-41188,19,6
2164-62211,19,10
1116-81919,19,12
3009-40695,18,6
1373-66260,17,18
0740-70144,19,11
7793-30369,19,13
1189-22085,19,7
6079-10610,20,16
4380-05668,18,3
9698-97703,17,15
5732-18489,21,16
1911-89124,19,12
7456-11399,21,18
6346-08784,18,18
7219-61824,19,9
2404-23964,18,18
9303-34166,21,13
8323-35194,17,15
8390-78416,20,13
0856-26329,20,18
5761-66666,20,8
3800-44218,19,20
3394-30403,21,15
6889-87020,21,20
0250-45726,19,15
8097-65410,18,9
9099-27124,19,19
3136-97743,21,0
8084-71824,18,18
1812-73232,19,9
3520-88363,18,15
4574-58475,15,6
9284-94777,12,12
4535-24050,21,12
6545-19758,21,18
4636-71626,18,15
3823-07352,21,20
4266-74124,18,9
8466-45583,17,18
2751-94228,21,18
9481-66423,21,21
1577-72035,18,16
4371-76089,19,6
3135-87477,18,6
9054-79883,18,18
5524-75561,17,18
9924-38088,17,18
5016-09102,19,18
0706-91645,17,15
8484-04767,18,9
3317-86312,21,11
4252-55853,18,18
7312-16136,19,12
5062-92375,18,9
0870-80008,18,9
1358-54551,20,15
5328-66356,18,9
1129-72627,19,18
4277-01878,19,13
5602-47939,21,21
9732-65360,21,22
1898-70372,18,15
1419-58040,20,19
2636-58031,19,15
0750-00200,21,19
7563-86263,18,18
2294-32624,18,17
3308-53507,20,11
6655-05727,18,13
8725-52095,18,3
7404-40189,20,20
9530-87201,21,13
8386-33302,18,12
5933-49377,18,18
4398-18343,21,12
4985-96900,19,12
6975-99602,18,18
4354-48873,19,9
7750-85499,20,19
9574-63285,19,18
0641-73588,20,9
9738-41575,19,20
0686-12001,20,11
5150-84792,20,8
5532-88417,17,18
4585-95529,19,18
7894-26643,21,21
5358-24103,19,9
8012-20980,18,15
2909-03777,21,17
2946-59946,20,16
9465-98721,18,18
5044-79734,21,18
7411-92103,18,15
2834-28443,21,21
2169-22712,20,17
6361-21950,21,10
7257-18046,20,16
5008-15681,18,12
1599-65692,19,14
7645-79209,20,9
3370-67176,23,13
9963-31260,20,18
0362-19626,18,19
2599-95087,23,11
3662-80370,19,20
0594-35473,21,21
3217-24036,19,18
7455-02486,18,9
9393-60996,18,11
9875-75954,21,3
1795-29490,18,6
0314-32403,21,19
7399-84110,19,12
5934-50319,20,11
4724-49207,12,6
3428-84207,21,18
2348-57107,19,18
1714-69128,15,15
4199-33999,18,12
5334-84704,18,3
7431-07140,20,17
0686-00079,21,15
4951-44238,19,9
9963-92961,19,17
5586-89017,21,15
7029-94345,20,17
9330-98745,21,9
2865-39642,21,15
0849-28964,19,10
9498-46423,18,15
6502-64641,19,17
2866-81755,20,11
9590-09807,19,12
5877-42121,21,18
2876-76493,21,0
9331-43299,18,18
6480-10980,23,13
7045-76412,20,20
5314-88327,20,17
6768-45822,20,18
4767-19421,19,20
6175-56850,12,10
9757-95564,18,12
0318-91681,20,15
2043-70471,21,21
0042-17557,19,19
8966-95570,18,15
8696-20346,19,16
8878-32696,18,15
5146-95300,19,6
0187-83674,21,20
4245-08896,21,18
0209-79128,21,10
9097-82956,19,19
2142-37050,18,18
6032-68304,21,12
8900-59855,18,9
9618-92516,18,13
8208-16381,21,15
3285-18098,19,18
5708-47291,17,18
3480-26917,17,18
0999-05705,19,20
9091-46235,18,12
0134-69600,23,10
6459-78785,18,18
5365-71438,19,18
4607-59243,18,12
8063-04964,21,21
7508-92540,19,20
4192-25294,18,9
8903-12622,20,20
6116-36206,18,18
4173-48948,21,12
9679-23158,20,20
2130-89365,21,20
4777-70848,19,17
1543-62761,21,15
7584-32573,19,12
0416-85435,18,9
9624-07963,18,12
8041-55171,19,15
0035-07276,19,9
9105-83052,19,18
9521-35842,23,6
0743-18696,18,6
0458-46754,18,11
0051-54335,20,20
8038-31126,12,3
2351-25312,19,20
7445-14214,19,18
8367-55736,19,16
5553-34395,18,6
7670-21469,18,9
9760-33895,21,19
5702-49307,21,18
7793-35075,18,16
1979-53148,18,13
7887-31513,20,11
0225-41561,21,15
5806-18181,19,6
0536-04673,18,3
0451-36795,18,12
4189-75031,18,18
1394-77719,17,12
3783-49581,18,12
0011-86556,19,19
9162-86108,18,16
1172-97280,19,12
8416-45750,18,18
4185-29019,21,21
1759-52990,18,18
6439-42365,18,12
0194-69250,18,12
1149-87783,18,16
5914-76160,21,10
5627-63263,18,13
2349-97518,18,6
2728-26809,21,18
6811-29316,21,18
8871-93738,21,21
2746-18690,18,18
8920-85342,17,18
3162-63610,18,10
8247-38672,12,6
4384-73959,18,9
8236-12629,18,13
8147-95233,18,14
9057-55249,18,10
2014-84910,18,18
1926-67759,17,9
3857-78804,21,18
6708-63940,17,12
5131-14492,19,19
4488-01605,21,9
8514-66365,18,12
8455-54717,19,14
5917-76620,21,13
1892-87146,18,12
6117-13958,18,6
8624-28365,21,3
3231-86483,21,12
7133-42942,18,18
4576-02655,12,12
5429-87521,17,14
3770-63649,18,12
6252-03876,21,19
6615-46629,21,18
2159-31430,21,13
8799-53426,19,15
4162-60294,19,15
6317-77416,21,16
2755-66841,19,12
6968-98459,19,15
8069-12067,18,6
1526-22318,18,12
5922-45839,20,20
6764-45898,18,6
0458-94684,21,0
3277-48392,18,10
0088-41398,21,21
1602-88899,18,12
9006-04406,19,18
1939-64451,19,19
8948-76342,18,18
7276-53329,19,20
0793-40978,19,13
8514-85151,21,19
4505-73462,20,20
8676-61987,18,18
4857-74580,19,11
0902-06887,18,9
9429-98597,20,19
9963-06759,18,10
1290-85741,18,18
6263-74584,19,18
7469-99555,19,16
2328-91007,21,21
4674-90581,20,5
3547-82566,19,17
4304-07266,19,19
1422-02725,17,6
4888-08085,18,9
9029-88445,12,10
5747-37427,19,17
4760-65447,18,6
6285-90950,18,10
2054-56830,21,15
2124-50761,18,13
2487-62499,19,12
1918-06502,19,16
9502-50145,21,20
4634-51693,18,12
6202-63304,21,18
9685-75112,19,3
2950-22494,21,15
1947-62421,18,15
7325-30545,19,18
9856-00325,21,9
0065-03243,19,18
4220-24400,18,17
0420-55415,17,18
6320-21847,19,12
7156-06818,18,15
8682-09947,21,9
3474-17914,19,10
0733-73784,21,21
0084-06508,18,13
7084-66102,18,15
7254-57577,19,17
0526-09266,20,6
7755-69976,19,18
8201-91408,21,21
5657-91799,20,20
7447-33529,19,13
4185-88518,19,9
8324-62676,18,12
8897-02233,19,13
2617-94897,19,13
4367-71360,19,17
1651-36554,21,15
1115-39178,19,16
6274-00078,18,15
9791-92909,19,18
1661-86632,19,19
3646-09188,19,17
4739-45531,18,11
4196-75424,18,18
7457-14380,20,15
4789-58764,18,15
1765-88500,21,3
1691-06796,18,6
1132-16554,18,8
8100-52879,21,18
7293-48308,19,19
4468-09477,18,18
6797-57311,20,16
4739-27614,19,14
3616-28021,21,6
6223-73337,20,11
6762-41087,18,18
7049-09784,12,11
1293-34414,20,18
9369-17189,19,11
1609-85109,20,6
6009-31446,21,9
6255-91991,20,11
0669-31925,18,15
6108-45947,19,20
5490-31283,17,18
8812-62139,18,15
6900-51658,18,3
5789-32265,20,5
4388-48997,21,20
5319-83108,18,6
6062-13401,19,10
7773-29629,19,19
3544-26311,18,15
8632-38800,21,15
3042-75898,21,21
3511-88777,19,17
5848-42116,21,9
7323-21769,17,18
0661-80644,21,9
1866-01937,19,12
9059-10675,21,20
5155-06158,18,10
4512-03450,17,18
5768-49175,19,12
7857-12031,21,10
1130-84769,20,20
4401-31085,18,15
0956-56294,18,15
9443-39517,20,19
1712-86366,21,15
7131-20412,18,10
4445-47639,18,15
2939-47189,19,20
9144-44977,18,9
2430-20531,18,6
5729-72325,21,15
3516-13180,19,19
7467-35259,19,14
9572-58089,21,18
0188-06865,17,18
3883-06259,19,19
4357-28146,18,18
4719-21511,18,16
5223-12014,18,18
4926-56366,18,15
2055-88634,21,15
6668-31637,21,7
1669-83583,20,18
4853-17535,21,14
7981-06080,23,9
9968-06259,21,6
7643-55421,19,13
3260-57450,19,17
7429-34800,19,19
7933-86460,19,18
6424-69470,21,18
0518-67850,20,13
8452-67531,21,21
7877-83847,18,12
9844-04486,21,18
8559-97132,21,7
1252-65269,18,6
8516-17298,19,20
8901-22046,21,10
8109-69137,19,20
1472-61634,19,18
3735-05517,19,19
3909-97525,17,18
1004-63554,21,15
5152-51648,19,10
9032-12732,19,14
4500-71328,21,10
2885-52411,18,18
2157-63228,19,13
5522-26242,18,12
2860-54932,19,18
6985-26962,19,15
2183-37485,21,15
6157-68044,18,10
4321-71055,12,3
3808-03930,17,15
8921-65192,19,14
1338-95331,17,18
4801-46879,19,12
9354-99754,17,15
9524-29180,21,12
7731-35258,18,18
6657-81682,20,11
9283-80608,21,6
1088-14336,21,13
4217-94219,17,15
7154-91305,18,9
0975-39081,18,6
8244-66027,19,12
8747-40300,18,13
8506-64764,18,9
5593-48155,18,12
2583-31037,17,18
3196-73290,18,15
7516-57640,21,12
7939-61151,18,10
1741-89790,17,15
4247-52470,21,18
7823-69472,18,12
7741-74296,18,18
7809-73289,18,18
6671-80449,21,18
9715-29581,21,10
7066-48015,21,6
2102-22615,18,15
9904-44345,17,14
4580-55321,18,6
7526-75860,19,19
1713-11223,18,13
5753-16339,17,18
0908-21680,18,15
0933-61087,20,14
8221-53404,18,10
3465-73784,20,19
4848-52764,18,17
1529-25890,18,12
1018-23626,18,6
4845-04793,17,15
1591-69409,21,21
2262-00832,19,17
0021-35253,17,18
1897-95571,18,9
1752-76842,17,15
2638-30672,18,3
4261-37052,17,18
2434-83945,20,12
2208-73149,18,17
0265-36519,21,11
7500-34715,19,18
5643-46291,21,21
2497-92151,18,9
3033-56302,21,18
3158-49094,21,12
0722-23237,20,20
9847-33245,21,15
3050-84703,21,15
5796-84833,18,15
1188-34250,18,12
2187-75323,21,10
8181-58451,21,12
4488-02820,19,15
2881-10561,18,9
1242-91597,21,11
9251-97383,18,18
9544-79892,19,16
3041-79848,21,18
0383-84470,18,13
7334-79743,21,15
8329-82885,18,11
0887-26352,19,19
0767-11341,19,15
0633-43602,21,18
3599-58371,17,18
1723-50875,18,15
3210-53217,19,15
1941-51065,21,15
6857-31065,21,18
4945-22635,18,16
5473-42727,20,20
5365-66853,18,9
5459-77421,19,13
6699-00592,17,18
8735-31547,19,13
8318-88083,20,18
3463-17501,21,12
7921-37369,18,12
9311-39687,18,15
9233-66240,17,14
2527-33611,21,12
5532-56325,18,12
4747-10771,18,9
6431-55519,17,17
5659-00940,18,1
9010-76146,18,15
7574-63961,21,12
1256-36164,18,18
1728-78134,21,18
7035-97937,21,15
2231-64430,17,18
3996-63590,19,13
7246-23048,21,6
0707-05662,21,12
5590-98435,18,12
9185-88901,21,6
5126-30440,20,18
3417-98392,21,21
9474-53438,21,16
4185-81807,19,14
0703-82115,18,10
0572-41288,18,15
4761-53739,23,3
5872-47959,19,18
1912-15882,19,17
8277-46572,21,12
6714-96445,19,12
0676-78932,18,8
9285-62740,18,13
4945-50039,21,22
1267-61696,17,18
6936-19680,20,14
9327-30415,19,9
0093-74191,19,15
8394-39992,18,16
4151-25747,21,18
4177-33885,19,12
5548-49374,18,12
5210-39454,21,12
0200-68698,18,9
3042-64800,19,10
9850-29761,18,9
8801-62963,18,15
4092-94657,18,16
6115-44998,18,9
7791-09835,18,11
3572-32336,21,18
7209-99530,21,15
7133-97322,20,14
4296-94268,19,18
2100-54270,19,14
1979-66785,18,15
1208-66653,18,15
0026-19444,20,19
0649-53936,20,20
1364-39902,19,18
4869-06850,18,7
5918-97083,19,18
5832-96851,12,3
7245-25460,18,18
0824-85941,18,18
5260-15156,18,9
1306-98816,19,19
3876-02268,21,13
4657-59162,21,21
0060-05066,12,9
3183-02937,21,20
3818-90572,21,15
6769-54060,21,18
1775-99563,18,18
4294-35689,21,15
6998-12611,20,17
4224-06131,19,18
6987-26745,17,6
7987-18755,17,18
0385-47158,20,11
4282-42433,18,15
5080-39862,21,20
5066-03797,19,19
4161-49473,21,18
2535-98946,21,9
5443-47803,20,20
1846-88490,18,15
4458-71867,19,9
7167-39037,15,9
6723-49839,18,19
6858-03767,19,12
8026-24531,12,0
2435-28311,18,6
8611-97726,20,16
9781-10508,12,12
2018-25471,18,9
4337-64716,18,9
2265-53445,18,12
6255-54053,19,12
4104-08833,17,18
7758-05760,20,7
4312-69617,18,10
7563-94624,18,18
3180-08637,19,18
3088-34280,19,16
4747-69289,12,12
4602-14213,18,6
7049-86109,18,9
1988-71711,19,17
9856-33377,19,16
0446-47157,21,18
8624-67151,18,12
9952-78478,18,19
6221-13769,18,15
0321-05433,20,12
8236-37005,19,12
0707-11479,19,16
5372-45554,21,18
1323-07030,21,7
7832-45718,21,12
5997-77418,20,17
4135-21530,20,20
4221-51953,19,3
8199-65083,19,18
2140-20810,19,5
9720-91929,18,18
5654-81410,20,17
0301-55916,18,15
9422-35966,21,12
2603-91621,17,18
3446-45160,18,16
5218-18337,18,18
0466-92413,20,10
8818-35158,21,6
0193-21139,21,11
4545-65229,19,19
6548-36721,18,18
3712-71058,19,18
9982-02379,21,21
9745-58018,19,20
1383-74160,20,14
7121-53697,20,20
7243-24604,21,7
1614-50635,17,17
8168-94362,21,12
1524-16396,19,18
2486-94183,17,15
0344-92081,15,9
5950-27019,17,12
3120-37153,20,13
0729-17553,19,16
5870-36367,21,16
0236-88142,18,17
4666-90721,21,7
1599-09350,21,18
7039-68701,20,11
8659-12022,21,15
9776-82101,18,9
4888-35413,20,10
6350-44565,23,23
2624-49903,20,13
7516-57815,18,10
3403-92211,19,15
0307-71079,21,18
3242-92238,21,12
5812-84332,18,3
1891-79180,18,12
9068-25953,21,18
8235-01178,17,15
2603-06439,18,12
4875-78629,19,15
3051-81811,17,17
6523-56174,15,9
5056-54647,19,18
6435-27166,18,18
7951-42734,18,15
1603-39231,18,13
4509-21201,17,18
6408-67954,18,15
4818-03409,21,15
4642-73542,21,6
2534-60492,18,15
4524-07694,18,10
2517-42567,19,15
7934-46366,21,10
2946-59178,21,15
0568-81019,12,9
8644-87461,18,18
9497-85253,19,12
0222-20542,21,15
3332-47855,18,7
3582-60707,19,18
3974-39760,21,6
5007-10262,19,15
4882-75133,21,15
6406-35548,18,18
3379-50033,19,16
0427-19195,18,9
2196-61321,18,18
0990-59293,20,20
1373-80816,19,15
8256-24476,17,18
5132-41977,18,12
9421-13689,21,12
1371-39957,21,16
5284-29129,18,16
4922-08535,19,18
9334-85025,18,15
5407-56922,15,9
4862-24141,21,12
0118-85006,17,12
7906-88629,21,12
1705-28418,18,18
1677-46713,18,3
1342-61841,19,20
7086-48303,18,12
0426-75198,19,0
