stdno,schoolyear,term,course,section,units,grade,courserank,contrib
2012-21491,2015,FIRST,SOSC 1(SSP),X-3R,3,,4,1.0000,
2012-21491,2015,FIRST,ECON 101,T-2R,3,,5,1.0000,
2012-21491,2015,FIRST,DEVC 70,V-2L,3,,6,1.0000,
2012-21491,2015,FIRST,DEVC 197,T-2R,3,,0,0.0000,
2012-21491,2015,FIRST,IT 1(MST),V-4L,3,,0,0.0000,
2012-08610,2015,FIRST,FIL 20,Z,3,,1,1.0000,
2012-08610,2015,FIRST,HUM 1(AH),X,3,,2,1.0000,
2012-08610,2015,FIRST,ENTR 1(SSP),B-6R,3,,3,1.0000,
2012-08610,2015,FIRST,STAT 162,G-2L,3,,5,1.0000,
2012-08610,2015,FIRST,ENG 2(AH),Y-5R,3,,6,1.0000,
2012-08610,2015,FIRST,MATH 26,W-2R,3,,0,0.0000,
2014-48830,2015,FIRST,NSTP 1,HE-EF1,0,,2,1.0000,
2014-48830,2015,FIRST,ANSC 2,T-6L,3,,3,1.0000,
2014-48830,2015,FIRST,CRSC 2,U-6L,3,,4,1.0000,
2014-48830,2015,FIRST,MATH 1(MST),V,3,,5,1.0000,
2014-48830,2015,FIRST,ENG 1(AH),W2-4R,3,,6,1.0000,
2014-48830,2015,FIRST,CHEM 15.0,H,3,,7,1.0000,
2014-48830,2015,FIRST,CHEM 15.1,14L,2,,8,1.0000,
2013-29624,2015,FIRST,ENSC 21,T,3,,1,1.0000,
2013-29624,2015,FIRST,ENSC 26,C-2L,3,,2,1.0000,
2013-29624,2015,FIRST,PHYS 82,DV-5L,5,,3,1.0000,
2013-29624,2015,FIRST,ENSC 10b,8L,2,,4,1.0000,
2013-29624,2015,FIRST,IE 150,U,3,,5,1.0000,
2013-29624,2015,FIRST,ENSC 12,F,3,,6,1.0000,
2011-07420,2015,FIRST,VETA 103,G-4L,3,,1,1.0000,
2011-07420,2015,FIRST,CHEM 160,D,3,,2,1.0000,
2011-07420,2015,FIRST,HUME 10(SSP),G-3R,3,,3,1.0000,
2011-07420,2015,FIRST,ZOTC 115,ST-3L,3,,4,1.0000,
2011-07420,2015,FIRST,VMCB 121,E-2L,4,,5,1.0000,
2011-07420,2015,FIRST,VPAR 131,Y-3L,4,,6,1.0000,
2011-24756,2015,FIRST,EE 1,GH-4L,3,,2,1.0000,
2011-24756,2015,FIRST,ABE 71,C-2L,3,,3,1.0000,
2011-24756,2015,FIRST,ABE 11,B-1C,3,,4,1.0000,
2011-24756,2015,FIRST,ABE 40,S-2L,4,,5,1.0000,
2011-24756,2015,FIRST,ABE 31,T-2L,2,,6,1.0000,
2011-24756,2015,FIRST,ENSC 21,Y,3,,7,1.0000,
2006-56550,2015,FIRST,VMED 155,F-2L,3,,1,1.0000,
2006-56550,2015,FIRST,VPH 123,AB-3L,4,,2,1.0000,
2006-56550,2015,FIRST,VETC 175,1L+,6,,5,1.0000,
2006-56550,2015,FIRST,VSUR 152,ST-4L+,4,,6,1.0000,
2013-12598,2015,FIRST,NSTP 1,EM1,0,,1,1.0000,
2013-12598,2015,FIRST,BIO 150,W-3L,3,,2,1.0000,
2013-12598,2015,FIRST,CHEM 15.0,T,3,,3,1.0000,
2013-12598,2015,FIRST,SPCM 1(AH),U1-6R,3,,4,1.0000,
2013-12598,2015,FIRST,MATH 14,S-3R,3,,5,1.0000,
2013-12598,2015,FIRST,STAT 1,A-4L,3,,6,1.0000,
2013-12598,2015,FIRST,ECON 11,E-5R,3,,7,1.0000,
2011-41987,2015,FIRST,MGT 1,X-2L,3,,2,1.0000,
2011-41987,2015,FIRST,AGRI 195,CD-2L,3,,3,1.0000,
2011-41987,2015,FIRST,CHEM 32.0,T,3,,4,1.0000,
2011-41987,2015,FIRST,FST 101,S-3L,3,,5,1.0000,
2011-41987,2015,FIRST,CHEM 160,C,3,,6,1.0000,
2011-41987,2015,FIRST,FST 140,A-2L,3,,7,1.0000,
2014-50770,2015,FIRST,NSTP 1,EM1,0,,1,1.0000,
2014-50770,2015,FIRST,ECON 11,C-6R,3,,3,1.0000,
2014-50770,2015,FIRST,NASC 5(MST),CD-3R,3,,4,1.0000,
2014-50770,2015,FIRST,PSY 1(SSP),U-4R,3,,5,1.0000,
2014-50770,2015,FIRST,BOT 1,V-5L,3,,6,1.0000,
2014-50770,2015,FIRST,CHEM 15.0,H,3,,7,1.0000,
2014-50770,2015,FIRST,MATH 14,B-3R,3,,8,1.0000,
2014-50770,2015,FIRST,ENG 2(AH),F-2R,3,,9,1.0000,
2014-48076,2015,FIRST,NSTP 1,FR-EF,0,,1,1.0000,
2014-48076,2015,FIRST,CHEM 32.0,X,3,,3,1.0000,
2014-48076,2015,FIRST,CHEM 32.1,9L,2,,4,1.0000,
2014-48076,2015,FIRST,CRSC 1,U-4L,3,,5,1.0000,
2014-48076,2015,FIRST,PHYS 3,E-4L,3,,6,1.0000,
2014-48076,2015,FIRST,BOT 20,ST-4L,3,,7,1.0000,
2014-48076,2015,FIRST,MATH 26,W-4R,3,,8,1.0000,
2014-07865,2015,FIRST,NSTP 1,AS2,0,,1,1.0000,
2014-07865,2015,FIRST,CMSC 21,ST-5L,3,,2,1.0000,
2014-07865,2015,FIRST,CMSC 57,T-3L,3,,3,1.0000,
2014-07865,2015,FIRST,STAT 1,AB-5L,3,,4,1.0000,
2014-07865,2015,FIRST,NASC 3(MST),EF-6R,3,,5,1.0000,
2014-07865,2015,FIRST,MATH 26,W-5R,3,,6,1.0000,
2014-07865,2015,FIRST,CMSC 22,WX-4L,3,,0,0.0000,
2012-38408,2015,FIRST,HUM 3(AH),W,3,,2,1.0000,
2012-38408,2015,FIRST,IT 1(MST),G-6L,3,,3,1.0000,
2012-38408,2015,FIRST,NASC 3(MST),UV-5R,3,,4,1.0000,
2012-38408,2015,FIRST,CHEM 15.0,H,3,,5,1.0000,
2012-38408,2015,FIRST,ENG 2(AH),Y-2R,3,,6,1.0000,
2014-98926,2015,FIRST,NSTP 1,AS2,0,,1,1.0000,
2014-98926,2015,FIRST,SPCM 1(AH),W-4R,3,,2,1.0000,
2014-98926,2015,FIRST,NASC 10(MST),U,3,,3,1.0000,
2014-98926,2015,FIRST,HUME 101,F2,3,,4,1.0000,
2014-98926,2015,FIRST,BIO 2,W-3L,3,,5,1.0000,
2014-98926,2015,FIRST,ENG 2(AH),F-3R,3,,6,1.0000,
2014-98926,2015,FIRST,ECON 11,E-4R,3,,7,1.0000,
2014-61672,2015,FIRST,NSTP 1,FR-BD,0,,2,1.0000,
2014-61672,2015,FIRST,NASC 4(MST),H,3,,3,1.0000,
2014-61672,2015,FIRST,NASC 1(MST),V-1R,3,,5,1.0000,
2014-61672,2015,FIRST,SOSC 3(SSP),F-2R,3,,6,1.0000,
2014-61672,2015,FIRST,SPCM 1(AH),G-1R,3,,7,1.0000,
2014-61672,2015,FIRST,NASC 6(MST),D,3,,8,1.0000,
2014-61672,2015,FIRST,HUM 3(AH),F,3,,0,0.0000,
2014-41814,2015,FIRST,NSTP 1,EM2,0,,2,1.0000,
2014-41814,2015,FIRST,ANSC 1,AB-4L,3,,3,1.0000,
2014-41814,2015,FIRST,CHEM 16.0,Y,3,,4,1.0000,
2014-41814,2015,FIRST,ENG 1(AH),X1-5R,3,,5,1.0000,
2014-41814,2015,FIRST,MATH 14,B-5R,3,,6,1.0000,
2014-41814,2015,FIRST,CRSC 1,U-3L,3,,7,1.0000,
2014-41814,2015,FIRST,ECON 11,E-7R,3,,8,1.0000,
2011-64403,2015,FIRST,ENG 10,B-6R,3,,1,1.0000,
2011-64403,2015,FIRST,MATH 36,H-4R,5,,2,1.0000,
2012-68966,2015,FIRST,CMSC 131,C-4L,3,,1,1.0000,
2012-68966,2015,FIRST,CMSC 124,B-2L,3,,2,1.0000,
2012-68966,2015,FIRST,CMSC 127,ST-4L,3,,3,1.0000,
2012-68966,2015,FIRST,CMSC 100,EF-4L,3,,4,1.0000,
2012-68966,2015,FIRST,MATH 28,T-2R,3,,5,1.0000,
2012-68966,2015,FIRST,ENG 10,C-3R,3,,6,1.0000,
2014-67207,2015,FIRST,NSTP 1,AS4,0,,1,1.0000,
2014-67207,2015,FIRST,PHYS 3,E-1L,3,,3,1.0000,
2014-67207,2015,FIRST,STAT 1,V-8L,3,,4,1.0000,
2014-67207,2015,FIRST,HUM 2(AH),X1-3R,3,,5,1.0000,
2014-67207,2015,FIRST,NASC 2(MST),Z,3,,6,1.0000,
2014-67207,2015,FIRST,CHEM 15.0,T,3,,7,1.0000,
2014-67207,2015,FIRST,CHEM 15.1,16L,2,,8,1.0000,
2014-67207,2015,FIRST,MATH 26,W-4R,3,,9,1.0000,
2014-98876,2015,FIRST,NSTP 1,HE-EF1,0,,1,1.0000,
2014-98876,2015,FIRST,FRM 94,Y-3L,3,,2,1.0000,
2014-98876,2015,FIRST,SFI 10,T-1L,3,,3,1.0000,
2014-98876,2015,FIRST,SFI 31,G-2L,4,,4,1.0000,
2014-98876,2015,FIRST,FPPS 11,ST1-1L,3,,5,1.0000,
2004-36550,2015,FIRST,ABE 41,T-2L,4,,1,1.0000,
2004-36550,2015,FIRST,ECON 10(SSP),T,3,,2,1.0000,
2004-36550,2015,FIRST,ENG 2(AH),G-3R,3,,3,1.0000,
2004-36550,2015,FIRST,ENSC 13,F,3,,4,1.0000,
2004-36550,2015,FIRST,ENSC 16,Y,3,,5,1.0000,
2004-36550,2015,FIRST,IE 150,U,3,,0,0.0000,
2010-24066,2015,FIRST,ABE 71,C-2L,3,,1,1.0000,
2010-24066,2015,FIRST,ABE 180,Y,3,,2,1.0000,
2010-24066,2015,FIRST,CE 132,C-2C,3,,3,1.0000,
2010-24066,2015,FIRST,CE 121,AB1-1C,3,,4,1.0000,
2010-24066,2015,FIRST,CE 133,AB-2C,3,,5,1.0000,
2010-24066,2015,FIRST,CE 151,V,3,,6,1.0000,
2010-24066,2015,FIRST,EE 1,GH-2L,3,,7,1.0000,
2014-05219,2015,FIRST,PE 1,YZ2,0,,1,1.0000,
2014-05219,2015,FIRST,NSTP 1,EM1,0,,2,1.0000,
2014-05219,2015,FIRST,DEVC 20,EF-4R,3,,3,1.0000,
2014-05219,2015,FIRST,DEVC 30,X-3R,3,,4,1.0000,
2014-05219,2015,FIRST,DEVC 40,WX-4R,3,,5,1.0000,
2014-05219,2015,FIRST,DEVC 50,F-5R,3,,6,1.0000,
2014-05219,2015,FIRST,STS 1,H,3,,7,1.0000,
2014-05219,2015,FIRST,ENG 2(AH),Y-5R,3,,8,1.0000,
2012-28182,2015,FIRST,SPCM 1(AH),G-1R,3,,1,1.0000,
2012-28182,2015,FIRST,PI 10(SSP),G2-6R,3,,2,1.0000,
2012-28182,2015,FIRST,MATH 14,S-3R,3,,3,1.0000,
2012-28182,2015,FIRST,PSY 1(SSP),E-4R,3,,4,1.0000,
2012-28182,2015,FIRST,BIO 30,S-6L,3,,5,1.0000,
2012-28182,2015,FIRST,HUM 2(AH),W-6R,3,,7,1.0000,
2012-28182,2015,FIRST,SOSC 3(SSP),Y-2R,3,,0,0.0000,
2013-07800,2015,FIRST,NSTP 1,FR-EF,0,,1,1.0000,
2013-07800,2015,FIRST,HUM 3(AH),F,3,,3,1.0000,
2013-07800,2015,FIRST,AECO 141,U-2L,3,,4,1.0000,
2013-07800,2015,FIRST,MATH 14,S-1R,3,,5,1.0000,
2013-07800,2015,FIRST,STAT 1,A-3L,3,,6,1.0000,
2013-07800,2015,FIRST,ECON 101,T-5R,3,,7,1.0000,
2013-07800,2015,FIRST,SPCM 1(AH),B-5R,3,,8,1.0000,
2012-17649,2015,FIRST,HUM 1(AH),Z,3,,1,1.0000,
2012-17649,2015,FIRST,AECO 141,U-1L,3,,2,1.0000,
2012-17649,2015,FIRST,ECON 102,G1,3,,3,1.0000,
2012-17649,2015,FIRST,HUM 3(AH),W,3,,5,1.0000,
2012-17649,2015,FIRST,ECON 10(SSP),T,3,,6,1.0000,
2012-17649,2015,FIRST,HIST 1(SSP),D-5R,3,,0,0.0000,
2004-44904,2015,FIRST,BIO 30,S-9L,3,,1,1.0000,
2004-44904,2015,FIRST,STAT 1,ST-4L,3,,2,1.0000,
2004-44904,2015,FIRST,ANSC 101,C-2L,3,,3,1.0000,
2014-98766,2015,FIRST,NSTP 1,AS3,0,,1,1.0000,
2014-98766,2015,FIRST,HUM 3(AH),W,3,,3,1.0000,
2014-98766,2015,FIRST,BOT 11,B-4L,3,,4,1.0000,
2014-98766,2015,FIRST,IT 1(MST),V-5L,3,,5,1.0000,
2014-98766,2015,FIRST,ENG 1(AH),E-4R,3,,6,1.0000,
2014-98766,2015,FIRST,SPCM 1(AH),F-1R,3,,7,1.0000,
2014-98766,2015,FIRST,HIST 2(SSP),T-5R,3,,8,1.0000,
2014-33044,2015,FIRST,NSTP 1,EN1,0,,1,1.0000,
2014-33044,2015,FIRST,STAT 1,H-3L,3,,2,1.0000,
2014-33044,2015,FIRST,NASC 1(MST),V-3R,3,,3,1.0000,
2014-33044,2015,FIRST,HUME 10(SSP),G-2R,3,,4,1.0000,
2014-33044,2015,FIRST,CMSC 11,U-4L,3,,5,1.0000,
2014-33044,2015,FIRST,MATH 26,EF-3R,3,,6,1.0000,
2014-33044,2015,FIRST,NASC 2(MST),G,3,,7,1.0000,
2012-21190,2015,FIRST,ECON 103,U,3,,2,1.0000,
2012-21190,2015,FIRST,ECON 130,X,3,,3,1.0000,
2012-21190,2015,FIRST,ECON 137,U-2L,3,,4,1.0000,
2012-21190,2015,FIRST,FRCH 10,T,3,,5,1.0000,
2012-21190,2015,FIRST,ECON 104,W,3,,6,1.0000,
2012-21190,2015,FIRST,HUM 3(AH),F,3,,7,1.0000,
2009-17514,2015,FIRST,STAT 1,AB-5L,3,,1,1.0000,
2009-17514,2015,FIRST,ENG 10,C-1R,3,,2,1.0000,
2009-17514,2015,FIRST,FBS 45,U-3L,4,,3,1.0000,
2009-17514,2015,FIRST,SPCM 1(AH),W-6R,3,,4,1.0000,
2009-17514,2015,FIRST,FBS 101,B-3L,3,,5,1.0000,
2013-17110,2015,FIRST,NSTP 1,AS2,0,,2,1.0000,
2013-17110,2015,FIRST,FRM 61,T-2L,3,,3,1.0000,
2013-17110,2015,FIRST,HUM 2(AH),V-6R,3,,4,1.0000,
2013-17110,2015,FIRST,PI 10(SSP),A2-2R,3,,5,1.0000,
2013-17110,2015,FIRST,HUM 3(AH),W,3,,6,1.0000,
2013-17110,2015,FIRST,MATH 14,S-1R,3,,7,1.0000,
2013-17110,2015,FIRST,FBS 36,B-3L,3,,8,1.0000,
2013-17110,2015,FIRST,FBS 101,B-4L,3,,9,1.0000,
2012-08031,2015,FIRST,NSTP 1,FR-EF,0,,1,1.0000,
2012-08031,2015,FIRST,ENSC 12,E,3,,3,1.0000,
2012-08031,2015,FIRST,ENSC 13,F,3,,4,1.0000,
2012-08031,2015,FIRST,PHYS 82,DV-6L,5,,5,1.0000,
2012-08031,2015,FIRST,ENSC 21,C,3,,6,1.0000,
2010-18273,2015,FIRST,ENSC 16,Y,3,,1,1.0000,
2010-18273,2015,FIRST,ENSC 13,D,3,,2,1.0000,
2010-18273,2015,FIRST,ABE 31,T-2L,2,,3,1.0000,
2010-18273,2015,FIRST,IE 164,C,3,,4,1.0000,
2010-18273,2015,FIRST,EE 1,GH-3L,3,,5,1.0000,
2012-40296,2015,FIRST,CMSC 137,CD-4L,3,,2,1.0000,
2012-40296,2015,FIRST,CMSC 141,D-5L,3,,3,1.0000,
2012-40296,2015,FIRST,CMSC 150,EF-2L,3,,4,1.0000,
2012-40296,2015,FIRST,ENG 2(AH),G-4R,3,,5,1.0000,
2012-40296,2015,FIRST,CMSC 124,B-2L,3,,6,1.0000,
2014-15949,2015,FIRST,NSTP 1,EM1,0,,2,1.0000,
2014-15949,2015,FIRST,CHEM 43.0,T,3,,3,1.0000,
2014-15949,2015,FIRST,CHEM 43.1,4L,2,,4,1.0000,
2014-15949,2015,FIRST,SPCM 1(AH),B-5R,3,,5,1.0000,
2014-15949,2015,FIRST,NASC 6(MST),D,3,,6,1.0000,
2014-15949,2015,FIRST,MATH 26,S-5R,3,,7,1.0000,
2014-15949,2015,FIRST,CHEM 32.0,U,3,,8,1.0000,
2014-15949,2015,FIRST,CHEM 32.1,5L,2,,9,1.0000,
2012-07589,2015,FIRST,HUM 3(AH),F,3,,1,1.0000,
2012-07589,2015,FIRST,MATH 165,T,3,,2,1.0000,
2012-07589,2015,FIRST,CMSC 2,E-2L,3,,3,1.0000,
2012-07589,2015,FIRST,CMSC 11,U-2L,3,,4,1.0000,
2013-19755,2015,FIRST,ENSC 21,T,3,,2,1.0000,
2013-19755,2015,FIRST,PHYS 82,DV-5L,5,,3,1.0000,
2013-19755,2015,FIRST,ENSC 10b,2L,2,,4,1.0000,
2013-19755,2015,FIRST,ENSC 11,W,3,,5,1.0000,
2013-19755,2015,FIRST,SOSC 3(SSP),Y-4R,3,,6,1.0000,
2013-19755,2015,FIRST,ENSC 26,C-3L,3,,7,1.0000,
2012-37829,2015,FIRST,ChE 153,U,3,,2,1.0000,
2012-37829,2015,FIRST,ChE 145,X,3,,3,1.0000,
2012-37829,2015,FIRST,ENSC 13,G,3,,4,1.0000,
2012-37829,2015,FIRST,ChE 143,T,3,,5,1.0000,
2012-37829,2015,FIRST,ENSC 10a,3L,2,,6,1.0000,
2012-37829,2015,FIRST,ChE 32,U-2L,3,,7,1.0000,
2011-48440,2015,FIRST,VETA 103,G-2L,3,,1,1.0000,
2011-48440,2015,FIRST,STAT 162,G-2L,3,,2,1.0000,
2011-48440,2015,FIRST,NASC 2(MST),Z,3,,3,1.0000,
2011-48440,2015,FIRST,CHEM 160,D,3,,4,1.0000,
2011-48440,2015,FIRST,ZOTC 115,ST-5L,3,,5,1.0000,
2011-48440,2015,FIRST,VMCB 121,E-3L,4,,6,1.0000,
2011-06243,2015,FIRST,CHEM 120.1,2L,2,,1,1.0000,
2011-06243,2015,FIRST,CHEM 137.1,2L,2,,2,1.0000,
2011-06243,2015,FIRST,MCB 1,U-1L,3,,3,1.0000,
2007-56991,2015,FIRST,ENSC 12,F,3,,2,1.0000,
2007-56991,2015,FIRST,IT 1(MST),V-4L,3,,3,1.0000,
2014-20843,2015,FIRST,PE 1,EF1,0,,1,1.0000,
2014-20843,2015,FIRST,NSTP 1,EN1,0,,2,1.0000,
2014-20843,2015,FIRST,MATH 27,A-4R,3,,3,1.0000,
2014-20843,2015,FIRST,STAT 1,AB-4L,3,,4,1.0000,
2014-20843,2015,FIRST,HUM 3(AH),W,3,,5,1.0000,
2014-20843,2015,FIRST,IT 1(MST),V-4L,3,,6,1.0000,
2014-20843,2015,FIRST,CHEM 15.0,H,3,,7,1.0000,
2014-20843,2015,FIRST,CHEM 15.1,23L+,2,,8,1.0000,
2014-20843,2015,FIRST,ANSC 1,AB-7L,3,,9,1.0000,
2013-68229,2015,FIRST,STAT 135,W-2R,3,,2,1.0000,
2013-68229,2015,FIRST,STAT 144,CD-2R,3,,3,1.0000,
2013-68229,2015,FIRST,SPCM 1(AH),W-6R,3,,4,1.0000,
2013-68229,2015,FIRST,STAT 172,AB-3L,3,,5,1.0000,
2013-68229,2015,FIRST,CMSC 22,WX-4L,3,,6,1.0000,
2013-68229,2015,FIRST,HIST 1(SSP),V2-5R,3,,7,1.0000,
2014-98828,2015,FIRST,PE 1,EF2,0,,1,1.0000,
2014-98828,2015,FIRST,NSTP 1,HE-EF1,0,,2,1.0000,
2014-98828,2015,FIRST,ENG 1(AH),W1-5R,3,,3,1.0000,
2014-98828,2015,FIRST,CHEM 15.0,T,3,,4,1.0000,
2014-98828,2015,FIRST,CHEM 15.1,23L+,2,,5,1.0000,
2014-98828,2015,FIRST,MATH 14,B-5R,3,,6,1.0000,
2014-98828,2015,FIRST,CRSC 1,Y-5L,3,,7,1.0000,
2014-98828,2015,FIRST,ANSC 1,S-1L,3,,8,1.0000,
2013-73163,2015,FIRST,PE 1,YZ1,0,,1,1.0000,
2013-73163,2015,FIRST,NSTP 1,HE-EF1,0,,2,1.0000,
2013-73163,2015,FIRST,MATH 37,X-1R,5,,3,1.0000,
2013-73163,2015,FIRST,PHYS 81,ABST-4L,5,,4,1.0000,
2013-73163,2015,FIRST,SPCM 1(AH),G-4R,3,,5,1.0000,
2013-73163,2015,FIRST,ENG 2(AH),U-3R,3,,6,1.0000,
2010-19924,2015,FIRST,ENG 2(AH),F-3R,3,,1,1.0000,
2010-19924,2015,FIRST,DEVC 199,A2,1,,5,1.0000,
2013-28904,2015,FIRST,NSTP 1,FR-EF,0,,1,1.0000,
2013-28904,2015,FIRST,IT 1(MST),V-5L,3,,2,1.0000,
2013-28904,2015,FIRST,CHEM 40.0,B,3,,3,1.0000,
2013-28904,2015,FIRST,CHEM 40.1,11L,1,,4,1.0000,
2013-28904,2015,FIRST,SPCM 1(AH),G-6R,3,,5,1.0000,
2013-28904,2015,FIRST,PHYS 1,F-4L,3,,6,1.0000,
2013-28904,2015,FIRST,PSY 1(SSP),E-3R,3,,9,1.0000,
2010-57063,2015,FIRST,SDS 30,CD2-1L,3,,1,1.0000,
2010-57063,2015,FIRST,MATH 14,B-4R,3,,2,1.0000,
2010-57063,2015,FIRST,STAT 1,ST-1L,3,,3,1.0000,
2010-57063,2015,FIRST,ECON 11,W-7R,3,,4,1.0000,
2010-42098,2015,FIRST,ECON 130,T,3,,1,1.0000,
2010-42098,2015,FIRST,AECO 110,U-2L,3,,2,1.0000,
2010-42098,2015,FIRST,AECO 160,CD-2L,3,,3,1.0000,
2009-32161,2015,FIRST,STAT 1,S-10L,3,,1,1.0000,
2009-32161,2015,FIRST,ENG 10,C-4R,3,,3,1.0000,
2012-55374,2015,FIRST,ENTR 1(SSP),B-5R,3,,1,1.0000,
2012-55374,2015,FIRST,PHYS 1,F-4L,3,,5,1.0000,
2012-55374,2015,FIRST,DEVC 101,Z,3,,6,1.0000,
2012-55374,2015,FIRST,DEVC 199,S1,1,,7,1.0000,
2012-55374,2015,FIRST,CRSC 1,Y-1L,3,,0,0.0000,
2014-47141,2015,FIRST,HUM 2(AH),V-3R,3,,2,1.0000,
2014-47141,2015,FIRST,BOT 11,B-5L,3,,3,1.0000,
2014-47141,2015,FIRST,IT 1(MST),G-4L,3,,4,1.0000,
2014-47141,2015,FIRST,ENG 2(AH),Y-3R,3,,5,1.0000,
2014-47141,2015,FIRST,SOSC 2(SSP),X-2R,3,,6,1.0000,
2012-60442,2015,FIRST,NSTP 1,FR-BD,0,,1,1.0000,
2012-60442,2015,FIRST,ABT 106,B1-2L,3,,2,1.0000,
2012-60442,2015,FIRST,NASC 3(MST),UV-5R,3,,3,1.0000,
2012-60442,2015,FIRST,HUM 3(AH),F,3,,4,1.0000,
2012-60442,2015,FIRST,ECON 11,E-6R,3,,7,1.0000,
2012-60442,2015,FIRST,HUME 10(SSP),G-2R,3,,0,0.0000,
2010-10132,2015,FIRST,PI 10(SSP),G1-6R,3,,2,1.0000,
2012-55834,2015,FIRST,HNF 21,S-2L,4,,1,1.0000,
2012-55834,2015,FIRST,IT 1(MST),G-6L,3,,2,1.0000,
2012-55834,2015,FIRST,MATH 14,B-4R,3,,3,1.0000,
2012-55834,2015,FIRST,ENG 10,B-2R,3,,4,1.0000,
2012-55834,2015,FIRST,PSY 1(SSP),C-6R,3,,5,1.0000,
2012-13300,2015,FIRST,NSTP 1,EM1,0,,1,1.0000,
2012-13300,2015,FIRST,ENSC 21,Y,3,,2,1.0000,
2012-13300,2015,FIRST,ENSC 14a,ZH-1C,5,,3,1.0000,
2012-13300,2015,FIRST,PHYS 83,BT-6L,5,,4,1.0000,
2012-13300,2015,FIRST,ENSC 11,W,3,,5,1.0000,
2012-13300,2015,FIRST,STAT 1,ST-4L,3,,6,1.0000,
2012-18355,2015,FIRST,AECO 103,UV-1L,3,,2,1.0000,
2012-18355,2015,FIRST,ECON 130,T,3,,3,1.0000,
2012-18355,2015,FIRST,AECO 141,U-1L,3,,4,1.0000,
2012-18355,2015,FIRST,AECO 110,B-2L,3,,5,1.0000,
2012-18355,2015,FIRST,ANSC 1,S-8L,3,,6,1.0000,
2012-18355,2015,FIRST,PHYS 3,C-2L,3,,7,1.0000,
2011-00649,2015,FIRST,AGRI 195,CD-2L,3,,1,1.0000,
2011-00649,2015,FIRST,FST 167,T-2L,3,,2,1.0000,
2011-00649,2015,FIRST,CHEM 160,S,3,,3,1.0000,
2011-00649,2015,FIRST,FST 140,A-3L,3,,4,1.0000,
2011-00649,2015,FIRST,FST 141,AB-2L,3,,5,1.0000,
2011-00649,2015,FIRST,HUM 1(AH),E,3,,0,0.0000,
2011-13989,2015,FIRST,FST 111,C,3,,1,1.0000,
2011-13989,2015,FIRST,FST 102,B-3L,4,,2,1.0000,
2011-13989,2015,FIRST,FST 131,T-3L,3,,3,1.0000,
2011-13989,2015,FIRST,AGRI 199,Y3,1,,5,1.0000,
2011-13989,2015,FIRST,HUM 3(AH),F,3,,7,1.0000,
2011-13989,2015,FIRST,FST 167,T-2L,3,,0,0.0000,
2011-22627,2015,FIRST,ZOO 1,A-3L,3,,2,1.0000,
2011-22627,2015,FIRST,HUM 3(AH),F,3,,3,1.0000,
2011-22627,2015,FIRST,DEVC 199,S4,1,,4,1.0000,
2011-62206,2015,FIRST,ENSC 12,T,3,,1,1.0000,
2011-62206,2015,FIRST,ENSC 13,D,3,,2,1.0000,
2011-62206,2015,FIRST,HIST 1(SSP),V2-1R,3,,3,1.0000,
2011-62206,2015,FIRST,ENG 2(AH),G-3R,3,,5,1.0000,
2012-17212,2015,FIRST,PI 10(SSP),G2-3R,3,,2,1.0000,
2012-17212,2015,FIRST,SDS 32,Y,3,,4,1.0000,
2012-17212,2015,FIRST,HFDS 31,U,3,,5,1.0000,
2012-17212,2015,FIRST,MATH 14,S-2R,3,,6,1.0000,
2012-17212,2015,FIRST,CERP 11,X,3,,7,1.0000,
2012-17212,2015,FIRST,HUM 1(AH),V,3,,8,1.0000,
2011-12959,2015,FIRST,PI 10(SSP),Z1-3R,3,,1,1.0000,
2011-12959,2015,FIRST,HUM 3(AH),W,3,,3,1.0000,
2012-48493,2015,FIRST,NSTP 1,EM2,0,,1,1.0000,
2012-48493,2015,FIRST,NASC 3(MST),UV-4R,3,,2,1.0000,
2012-48493,2015,FIRST,HUM 3(AH),F,3,,4,1.0000,
2011-55719,2015,FIRST,EE 21,D-2L,4,,2,1.0000,
2011-55719,2015,FIRST,EE 41,U-2L,4,,3,1.0000,
2011-55719,2015,FIRST,ENG 10,C-1R,3,,5,1.0000,
2012-36073,2015,FIRST,NSTP 1,EM2,0,,1,1.0000,
2012-36073,2015,FIRST,CHEM 112,Z,3,,2,1.0000,
2012-36073,2015,FIRST,ENSC 12,E,3,,3,1.0000,
2012-36073,2015,FIRST,ChE 32,U-1L,3,,4,1.0000,
2012-36073,2015,FIRST,CHEM 160,B,3,,5,1.0000,
2012-36073,2015,FIRST,EE 1,GH-4L,3,,6,1.0000,
2012-36073,2015,FIRST,CHEM 111.1,7L,2,,7,1.0000,
2012-36073,2015,FIRST,ENSC 10a,2L,2,,8,1.0000,
2011-02974,2015,FIRST,MATH 17,B-3R,5,,1,1.0000,
2011-02974,2015,FIRST,ENSC 10b,3L,2,,2,1.0000,
2011-02974,2015,FIRST,ABE 70,G-2L,3,,3,1.0000,
2007-62612,2015,FIRST,CHEM 160,S,3,,3,1.0000,
2007-62612,2015,FIRST,ENG 10,B-6R,3,,4,1.0000,
2011-46391,2015,FIRST,CHEM 40.0,D,3,,1,1.0000,
2011-46391,2015,FIRST,CHEM 32.0,X,3,,2,1.0000,
2011-46391,2015,FIRST,MCB 180,B-4L,3,,3,1.0000,
2011-46391,2015,FIRST,FST 131,T-2L,3,,4,1.0000,
