stdno,allowedunits,currentunitsenlisted
2011-01211,16,0
2012-44285,12,6
2013-72503,23,23
2014-51870,21,21
2013-24723,20,18
2013-60644,18,18
2013-57788,23,22
2013-09732,20,19
2012-66325,19,18
2012-56177,20,18
2013-06133,19,17
2011-22684,19,18
2013-38233,20,20
2012-62716,19,18
2011-19960,18,15
2014-09380,19,19
2012-97806,21,20
2011-47110,18,21
2014-14724,17,16
2013-27989,18,0
2012-00245,19,16
2012-44076,19,18
2013-17847,18,18
2012-45232,17,15
2012-17972,19,17
2011-62453,18,6
2013-98213,15,6
2013-08207,21,18
2013-41111,18,15
2014-09509,18,16
2009-96683,15,6
2013-67822,18,18
2014-66433,20,20
2005-47391,16,0
2013-08900,17,17
2013-08214,20,20
2014-72648,17,15
2013-36457,21,21
2014-72511,18,18
2013-70280,18,18
2013-98675,19,19
2014-16820,18,18
2014-09624,19,19
2013-07606,21,21
2014-56078,19,19
2013-52048,18,18
2013-57046,18,18
2014-01881,20,19
2012-50023,19,15
2011-05109,21,0
2013-08548,21,21
2012-14228,19,19
2014-72720,17,17
2012-37909,19,15
2008-37142,19,9
2013-06371,20,20
2013-68135,21,21
2014-99167,18,18
2010-08822,19,13
2013-01375,20,11
2013-13692,18,18
2013-75564,20,12
2013-20484,21,21
2012-49743,19,18
2013-30410,18,18
2013-68063,18,0
2012-17895,21,15
2011-34775,19,13
2012-07359,18,18
2013-09020,18,18
2002-96238,21,12
2014-71350,21,21
2014-16698,18,18
2011-64383,19,10
2014-43271,18,18
2013-14759,17,17
2013-27770,21,21
2010-96878,21,16
2007-43796,19,0
2012-00781,20,18
2011-33878,19,0
2011-40839,19,3
2014-15977,18,18
2012-06319,18,18
2013-09037,18,18
2012-59161,17,15
2010-29691,16,9
2013-25206,20,20
2011-28883,20,18
2012-37936,18,15
2014-48225,20,20
2011-21481,16,0
2014-45855,19,19
2011-35913,21,12
2012-52122,20,20
2014-19090,21,21
2009-18482,17,0
2012-97782,21,18
2014-37663,17,17
2013-07706,18,15
2013-15503,20,19
2013-12671,21,21
2014-70171,18,18
2014-03885,19,19
2014-12777,20,19
2013-50055,21,21
2011-28790,21,0
2012-97807,21,21
2014-16285,20,20
2012-20809,18,18
2014-23002,19,19
2013-01387,18,18
2013-40843,19,17
2013-08707,21,20
2013-06547,19,18
2014-14068,18,18
2013-10028,20,20
2011-21752,18,15
2011-05713,18,18
2012-65152,18,18
2014-08928,18,18
2012-47892,19,18
2013-09460,17,17
2013-09132,18,18
2012-04463,18,13
2013-09327,18,18
2014-33955,21,21
2013-09002,18,18
2014-09139,18,18
2013-06527,18,18
2011-22113,18,0
2012-37192,17,15
2011-22036,19,15
2014-50571,19,19
2011-49866,21,21
2012-07037,17,15
2009-34359,18,9
2014-65247,18,18
2014-28670,19,18
2008-37935,16,3
2013-60767,18,18
2012-44774,18,9
2012-19158,18,18
2013-09858,21,18
2014-33329,17,15
2012-37386,21,21
2014-11156,21,21
2013-58637,21,21
2013-68216,18,18
2012-76355,18,13
2013-70870,18,18
2014-64938,21,21
2011-22562,21,13
2012-46642,21,21
2014-01362,18,18
2013-06163,21,21
2012-18776,19,19
2014-80056,17,15
2014-00562,17,17
2013-57687,21,21
2014-77966,17,17
2013-58489,21,21
2013-32772,21,21
2005-42850,20,9
2010-42078,20,20
2013-60916,21,20
2014-35292,18,18
2014-70900,18,16
2011-21768,18,3
2009-96695,19,0
2011-48723,18,9
2013-07400,20,20
2011-22723,21,0
2013-45528,18,15
2011-42619,19,13
2013-09147,21,21
2014-98730,18,18
2013-08094,19,19
2011-03029,21,4
2012-01067,17,15
2012-38474,19,16
2013-57742,21,21
2010-42969,19,11
2009-64441,21,21
2009-96638,21,9
2013-57011,21,21
2011-42765,20,16
2014-05671,18,18
2011-30057,18,6
2013-53205,20,20
2012-10329,21,18
2014-71800,19,19
2014-98758,18,17
2012-38192,18,18
2012-49747,21,18
2012-15856,21,12
2011-45826,21,21
2013-74161,18,17
2012-14925,21,15
2012-48245,17,15
2012-47952,18,12
2014-68581,18,18
2011-50114,19,18
2013-67989,18,18
2014-09625,18,18
2014-72688,20,19
2014-82445,18,18
2011-07663,18,18
2011-64458,21,12
2011-38540,18,10
2012-08587,18,13
2013-09861,18,15
2011-50150,19,0
2014-71352,22,22
2008-23643,21,19
2011-04337,21,19
2005-48296,20,11
2008-37366,19,1
2014-08768,18,18
2013-08808,20,20
2014-71154,19,19
2014-29536,19,19
2010-96908,18,18
2013-98214,16,16
2011-35873,20,3
2012-98090,18,0
2012-29431,18,18
2009-34330,21,19
2013-09003,23,19
2013-07206,19,18
2014-19775,19,19
2012-32861,19,17
2013-09250,18,18
2014-99250,18,9
2011-97477,18,12
2014-71961,19,19
2012-97809,21,20
2012-20906,18,18
2012-01446,21,18
2014-35281,19,19
2009-19790,16,0
2012-97921,21,18
2008-05868,18,13
2013-25336,18,18
2014-72449,19,19
2013-09917,18,18
2014-42046,19,17
2014-09166,21,20
2012-06320,18,18
2012-44425,19,13
2013-21653,21,19
2013-53376,19,18
2013-14766,18,0
2012-42516,19,14
2010-43339,21,12
2012-45622,18,18
2009-46707,18,12
2011-49215,19,17
2008-61470,19,7
2012-08634,18,12
2014-99168,19,17
2013-37981,19,17
2012-17975,19,19
2012-52761,18,9
2014-26794,18,18
2012-28525,19,13
2014-47624,21,21
2013-50889,18,0
2013-72425,18,18
2013-08582,20,18
2014-44746,18,18
2013-98318,18,18
2012-08559,21,18
2014-43923,18,18
2014-09145,18,18
2010-42321,20,16
2014-71869,21,20
2013-23852,21,21
2013-47064,18,12
2012-19553,19,15
2011-58023,16,3
2009-34259,17,3
2014-98753,17,17
2013-11337,17,17
2008-96396,19,3
2014-09228,17,15
2014-98732,18,18
2012-55705,21,19
2014-33760,21,21
2011-21197,23,14
2013-68105,20,20
2010-16794,19,1
2012-46308,18,17
2014-62955,17,17
2013-06295,18,18
2013-68104,21,21
2014-08115,18,18
2014-22866,18,18
2014-09201,18,18
2013-09282,21,21
2011-62135,20,10
2014-72305,18,18
2012-51702,21,18
2013-24766,20,18
2012-17570,19,16
2010-41411,18,12
2013-98319,18,18
2012-59443,18,6
2012-37908,19,15
2009-14633,19,6
2014-62179,18,18
2010-43470,16,0
2013-22945,20,18
2008-38346,19,12
2010-52509,19,9
2007-11555,18,0
2013-08043,21,21
2014-27400,20,19
2012-07333,20,20
2012-97810,21,20
2013-74342,21,21
2013-52336,18,0
2012-17199,21,10
2013-68217,18,18
2012-60715,21,21
2014-08053,20,20
2012-60065,21,20
2012-19707,18,15
2012-48779,18,10
2014-62046,20,20
2013-10137,18,18
2012-19876,19,17
2014-09311,20,20
2013-32782,18,18
2001-44697,21,6
2013-44084,23,22
2013-08685,18,18
2013-43724,23,23
2009-29895,20,20
2013-11025,18,18
2014-66212,18,17
2014-35147,19,19
2014-38481,19,19
2014-72739,20,20
2013-98321,18,18
2012-04380,18,18
2014-30766,19,19
2014-30254,21,20
2008-20448,20,15
2013-02342,21,21
2013-56981,18,18
2013-15392,21,21
2014-00304,18,18
2012-19301,18,17
2014-26836,19,19
2014-43352,17,17
2012-28050,20,18
2014-99169,17,17
2010-97047,21,12
2012-41466,21,18
2013-61010,18,18
2014-14643,19,19
2010-51091,18,9
2014-71950,18,18
2014-64453,18,18
2014-28457,20,19
2011-62098,18,8
2014-80555,18,18
2012-36247,21,18
2010-19908,18,0
2014-08159,20,20
2014-53734,18,18
2013-22589,18,18
2014-44262,18,17
2014-09432,19,19
2013-50067,20,20
2013-44031,21,21
2011-34400,20,8
2013-12494,21,21
2011-62331,18,10
2010-59093,19,18
2010-00384,19,6
2012-51771,19,18
2012-44502,18,15
2011-97481,18,18
2013-98324,21,18
2014-71240,18,17
2014-60887,19,18
2014-43440,19,19
2012-77112,20,8
2012-44736,17,15
2012-07709,18,15
2012-38396,19,17
2011-48722,21,7
2013-74092,23,23
2009-23254,18,9
2012-37233,19,18
2008-09841,19,3
2012-27677,19,18
2011-42940,19,0
2011-59622,19,19
2012-02591,21,20
2009-42200,21,18
2011-62167,16,3
2014-10215,18,18
2010-97075,18,6
2014-48490,21,21
2007-17854,18,5
2013-74105,18,18
2013-51044,18,0
2014-81763,19,19
2011-97507,21,21
2013-45729,18,18
2013-05182,20,20
2011-47806,16,0
2013-26855,21,21
2010-29160,17,15
2012-97811,21,20
2013-98216,15,3
2014-35031,18,15
2013-09763,18,18
2013-34266,18,18
2011-34634,21,20
2011-65565,19,8
2011-22716,18,12
2012-37662,18,18
2013-07003,21,21
2012-40477,21,20
2013-75474,20,19
2013-09797,20,20
2013-74917,18,18
2010-57571,20,11
2013-03548,17,17
2014-72689,21,21
2011-43715,18,15
2014-09888,17,15
2012-37542,21,21
2010-20571,18,15
2014-71048,21,21
2011-40122,21,19
2014-24992,21,21
2013-98325,21,21
2014-30051,20,18
2014-77812,21,21
2014-28511,18,18
2014-01719,17,17
2013-28516,23,19
2012-17921,21,19
2012-17614,20,20
2011-62381,18,18
2012-18045,21,21
2014-64936,19,19
2014-47910,20,20
2014-21756,20,20
2009-34858,18,6
2011-28508,16,0
2008-16602,19,6
2011-33987,19,17
2012-52112,21,18
2012-51651,12,9
2013-60964,21,21
2013-09999,21,21
2006-40652,19,0
2012-04638,21,19
2011-02019,19,15
2009-04892,12,0
2014-52903,19,15
2013-38340,20,20
2011-01615,20,18
2009-19473,19,19
2013-47814,21,21
2014-62758,20,20
2010-96909,21,19
2013-68150,20,20
2012-38456,19,13
2014-62839,17,17
2014-07820,19,19
2014-71078,21,21
2012-38476,19,12
2013-09750,18,18
2011-63701,18,3
2012-19745,21,21
2010-44783,20,11
2014-02561,17,17
2012-37669,21,16
2011-06953,19,0
2013-27159,21,21
2011-59386,19,0
2014-17823,19,17
2014-64876,17,17
2013-15114,19,17
2014-21398,18,18
2012-38398,18,9
2014-22745,18,18
2007-64037,19,9
2011-22421,21,7
2013-98580,18,18
2009-61257,21,16
2012-00583,19,19
2011-48977,19,12
2012-60305,19,18
2013-21524,19,17
2013-30368,19,18
2008-37441,18,18
2014-65453,19,19
2013-09312,18,18
2011-48411,21,21
2013-48691,18,15
2014-23712,19,19
2005-00458,19,3
2014-08082,18,18
2014-05839,18,18
2012-31188,19,16
2012-08210,18,18
2014-48895,18,18
2013-47816,18,0
2012-44297,17,15
2014-57350,19,17
2013-04154,18,18
2011-30228,20,18
2014-17137,18,18
2014-32770,18,18
2014-10438,18,18
2012-41304,21,15
2013-57947,21,21
2014-60003,18,18
2013-25899,21,19
2014-19912,19,19
2014-41300,18,18
2010-41938,19,6
2013-16519,23,22
2013-22488,21,21
2013-71183,23,22
2013-11873,18,18
2014-47652,19,17
2013-75163,20,20
2014-24100,19,19
2014-78658,19,19
2012-62937,19,19
2008-16658,16,12
2012-41835,18,18
2014-29185,18,18
2013-21619,19,17
2007-10606,19,0
2014-08580,21,18
2010-45562,20,13
2014-13899,20,18
2014-35289,17,17
2008-27614,21,6
2012-23633,19,19
2010-48641,20,6
2014-00743,19,17
2013-47817,18,0
2011-48268,18,3
2014-00833,19,19
2011-22455,18,15
2014-29377,18,15
2014-72476,18,15
2012-48843,19,19
2007-24928,21,4
2014-01832,18,18
2003-11825,18,0
2012-16950,21,18
2011-48331,12,0
2011-56951,21,12
2012-60067,19,18
2012-57586,21,6
2014-01445,21,21
2013-01908,19,18
2012-12658,18,18
2011-19064,18,13
2014-23101,19,19
2014-71075,20,20
2012-07021,19,15
2014-10157,18,18
2010-34993,21,17
2011-08732,20,6
2010-01288,20,20
2009-19914,19,3
2014-72087,20,20
2012-50468,21,21
2013-25831,19,19
2012-98192,18,15
2014-00853,18,18
2011-64004,19,16
2014-72248,21,21
2006-72914,19,3
2012-33200,21,21
2012-41739,18,18
2012-03375,21,18
2010-15338,18,14
2009-50384,19,0
2013-43767,18,17
2010-42900,20,9
2013-48095,21,18
2012-62217,18,12
2014-49864,19,19
2014-26052,18,18
2011-55852,19,12
2014-71673,18,18
2012-12847,18,15
2014-84117,18,18
2013-74975,18,18
2011-22283,19,1
2014-33316,18,16
2013-21859,20,20
2009-31803,20,9
2012-52150,19,19
2014-51076,18,18
2011-40461,21,21
2014-44753,18,18
2014-98804,20,18
2013-30689,21,21
2014-32734,17,17
2011-22958,18,12
2013-09289,18,18
2009-30749,19,15
2010-15657,20,8
2010-28895,18,9
2013-30928,18,18
2010-16821,21,20
2013-30929,21,21
2014-29001,20,19
2013-51042,18,18
2013-74111,21,19
2014-71584,19,18
2014-28538,20,19
2014-08754,18,17
2011-46179,21,19
2009-24711,19,15
2011-03680,21,7
2013-50306,19,16
2014-52905,18,18
2013-55395,20,20
2010-39083,20,12
2013-58080,17,16
2014-09434,19,19
2014-40002,18,18
2012-11675,18,18
2013-43506,18,18
2014-76133,18,18
2012-52405,20,19
2014-77371,20,20
2011-08948,19,15
2011-44007,17,6
2014-55603,20,20
2013-13695,20,20
2014-33732,19,19
2011-48890,18,12
2011-32907,20,18
2014-26576,19,19
2011-48663,20,18
2013-98327,21,21
2013-25205,18,18
2014-09560,20,20
2012-10545,19,19
2011-01849,21,18
2014-62689,18,15
2014-72477,18,18
2011-02966,21,21
2012-70290,17,15
2014-00251,19,19
2010-49517,19,3
2014-12323,18,18
2014-08817,20,20
2014-26798,18,18
2009-06662,18,0
2014-04089,18,18
2014-46092,20,20
2014-64405,20,20
2008-14496,21,9
2013-57843,20,17
2013-98328,19,16
2014-06224,20,20
2014-71378,21,20
2014-15633,20,20
2011-16483,19,6
2009-31992,20,6
2014-25594,18,17
2011-30041,16,0
2010-50922,21,18
2012-19283,17,17
2011-07952,21,18
2014-51433,18,18
2014-51435,18,18
2013-12111,18,18
2010-31791,19,6
2011-59710,18,18
2012-59827,21,15
2012-65714,19,18
2013-20181,18,0
2012-51639,21,21
2012-36352,19,19
2010-58563,19,7
2013-36396,23,20
2012-07949,20,20
2012-01449,18,13
2008-96228,21,16
2013-40756,21,21
2010-51897,21,20
2013-09504,20,20
2013-22224,20,18
2014-24454,17,15
2014-64928,19,19
2014-81822,20,20
2014-35284,18,18
2012-55508,17,12
2013-06964,20,18
2011-23295,18,18
2010-33280,18,12
2010-58475,20,18
2013-41566,23,23
2012-11763,20,18
2012-37623,18,13
2012-38400,18,13
2014-09402,22,22
2008-48726,18,21
2014-19807,20,19
2013-98391,17,17
2013-08990,20,20
2014-08477,19,19
2012-31220,19,17
2011-00894,20,13
2012-53173,20,20
2012-43844,18,16
2013-70056,18,18
2014-72740,18,18
2014-10451,20,20
2012-19671,18,18
2014-70642,19,19
2011-22256,19,19
2010-57093,20,11
2014-96913,18,17
2007-02734,19,12
2013-28742,21,21
2012-54313,21,21
2009-15197,21,13
2014-02751,18,18
2011-62133,21,15
2011-48963,20,19
2012-47372,21,15
2013-30105,20,19
2014-48658,20,20
2013-09751,18,18
2012-10811,21,16
2014-11708,18,18
2011-62426,16,13
2014-23034,21,21
2012-37412,23,15
2014-27228,21,21
2013-55510,21,21
2013-06298,18,18
2014-60891,20,20
2011-18671,18,16
2012-52357,19,18
2012-29796,18,6
2009-30632,20,20
2013-19858,20,19
2013-37690,20,19
2014-07862,17,15
2012-45673,18,18
2014-04095,18,18
2014-63005,18,18
2013-02012,20,20
2014-70053,18,18
2012-20462,15,9
2014-20253,19,19
2012-11694,21,19
2013-05933,18,18
2012-18970,19,19
2011-21977,21,0
2010-41575,18,9
2012-31932,21,15
2010-38347,19,15
2011-12797,20,10
2008-56189,18,3
2012-58482,19,13
2012-52496,18,15
2010-33281,18,18
2013-57230,18,0
2012-42512,19,19
2013-98329,18,18
2014-22368,19,19
2012-11817,18,18
2013-47997,18,18
2012-15558,21,12
2014-11662,21,21
2014-08942,19,19
2014-05843,20,18
2013-48221,20,18
2013-09973,18,18
2010-57051,21,13
2011-62173,20,3
2011-09234,16,0
2012-21181,17,15
2013-42639,19,17
2014-26800,18,18
2014-09322,18,18
2013-27675,21,21
2012-37407,19,18
2012-41339,19,19
2014-73001,19,19
2009-24121,19,9
2014-20239,19,19
2012-09823,19,15
2013-40840,17,16
2012-17976,19,17
2013-08273,18,18
2014-73999,18,18
2013-42249,17,16
2010-42988,19,0
2014-51851,20,19
2014-75887,18,18
2012-04309,19,17
2013-60212,21,21
2014-21141,18,18
2014-24341,20,18
2012-01258,18,12
2011-48744,18,12
2012-27596,18,6
2014-71585,20,20
2012-10885,18,12
2010-52679,21,7
2014-38891,19,19
2014-72665,17,17
2013-09840,21,21
2014-72690,18,18
2011-26874,20,18
2013-13034,21,21
2014-52989,20,18
2011-97487,19,1
2013-17799,18,18
2009-01623,20,16
2013-68103,18,18
2012-37180,21,18
2012-08655,18,18
2011-21584,18,7
2012-37534,20,8
2014-09410,20,20
2009-17839,20,12
2014-73155,18,18
2014-70467,18,18
2013-44033,18,18
2012-59976,17,15
2007-17609,18,15
2009-06232,19,0
2014-09444,17,15
2014-08064,19,19
2014-28787,18,18
2014-32842,20,18
2012-17443,18,18
2005-04426,19,0
2012-18569,18,12
2013-07544,18,18
2012-26850,21,21
2012-14911,19,15
2011-62132,20,19
2012-38639,18,6
2013-68219,18,18
2011-20170,19,3
2013-71184,20,20
2007-40001,19,15
2012-98195,19,19
2014-35237,18,18
2014-42372,21,21
2013-48479,18,18
2012-22881,18,18
2012-29758,17,15
2013-66604,20,20
2012-59764,18,10
2014-50197,17,17
2014-71375,19,17
2014-12046,19,19
2011-32449,16,0
2010-42149,22,18
2014-02804,19,19
2014-26803,19,19
2012-13827,18,12
2014-63181,18,18
2013-39025,20,17
2014-71872,17,16
2010-41927,19,6
2011-27686,18,0
2011-03408,18,7
2014-28542,20,20
2014-00364,18,18
2013-18904,20,20
2013-74101,19,17
2014-56503,17,17
2012-50502,18,15
2013-53112,20,20
2012-12792,21,19
2012-65478,19,17
2014-78663,17,17
2012-50164,21,18
2014-55597,17,17
2014-76890,19,19
2005-46749,16,3
2014-28885,18,18
2007-65886,20,15
2014-20509,20,20
2014-08175,18,18
2012-20526,18,3
2012-22634,18,18
2011-19104,21,19
2012-15167,17,15
2014-06541,21,21
2013-74120,18,18
2013-38231,18,18
2012-18196,18,18
2011-40439,18,15
2014-23038,18,18
2012-41554,18,18
2012-19461,20,19
2012-37940,20,20
2012-64843,18,18
2014-82921,19,19
2014-12133,18,18
2011-14795,18,18
2011-97447,21,19
2010-43404,23,21
2010-43227,19,0
2012-02768,17,15
2014-02844,19,19
2013-98330,18,18
2011-62081,18,18
2011-27634,20,18
2012-38402,21,18
2011-36585,20,14
2011-21474,19,18
2014-09233,20,20
2013-43772,20,20
2012-52358,12,6
2014-48763,21,21
2013-09946,18,18
2011-48615,18,11
2013-68034,18,17
2014-67668,19,19
2014-08040,17,17
2012-35915,20,10
2014-98867,16,13
2014-37988,22,22
2009-18796,18,10
2009-18636,16,7
2010-19912,19,0
2012-44142,21,18
2012-14571,18,15
2014-06387,17,17
2014-79492,17,17
2012-18308,20,17
2014-07350,17,17
2013-08759,21,18
2014-07899,18,18
2013-68366,18,18
2009-06652,18,12
2014-71321,17,17
2014-07905,18,18
2014-64356,19,18
2013-01815,17,17
2012-36966,18,18
2014-72385,20,20
2012-45507,17,15
2014-17547,18,15
2012-37230,18,18
2014-98928,18,18
2011-22968,18,16
2014-26283,19,19
2011-18357,21,19
2014-71415,21,21
2008-49726,18,12
2014-06146,20,19
2013-49416,21,21
2013-38966,21,21
2014-63053,18,15
2012-19681,21,21
2010-19913,19,10
2011-21527,19,16
2013-08159,21,21
2013-27741,20,20
2012-18552,12,6
2013-49530,20,20
2014-98868,18,17
2014-70419,21,21
2011-38815,21,9
2013-52829,18,18
2012-08428,21,20
2014-09415,20,20
2013-72645,20,18
2009-15198,19,0
2012-19285,21,15
2011-46839,20,19
2014-71944,18,18
2012-18827,20,18
2010-35494,21,16
2011-97497,21,9
2011-03242,17,12
2010-97056,17,0
2007-16981,20,14
2014-09292,19,19
2012-19758,21,18
2012-37432,19,18
2011-08952,20,6
2013-33711,18,12
2014-48912,18,18
2013-31017,18,0
2012-19338,21,9
2013-75076,18,18
2014-06542,18,16
2014-99180,18,18
2013-10335,18,18
2014-28545,19,19
2012-29843,19,15
2012-38477,19,12
2012-97815,21,20
2012-56502,19,18
2014-48559,19,19
2010-51911,18,10
2010-31845,18,18
2012-32926,18,16
2014-21837,18,21
2014-98761,21,21
2013-23860,19,17
2013-25460,18,18
2011-41060,16,0
2014-25433,20,19
2014-04923,18,18
2014-01566,18,18
2013-09849,20,20
2013-06321,21,21
2014-72364,21,19
2012-13220,21,21
2013-56442,20,20
2010-13968,17,15
2011-62080,18,4
2014-58160,19,19
2014-35386,18,18
2011-21972,19,12
2013-55802,18,15
2012-69577,18,15
2012-46302,18,13
2012-14352,19,15
2012-97781,18,3
2013-60055,21,20
2014-00554,19,18
2012-19133,21,21
2013-54032,21,21
2013-26859,23,23
2012-97816,21,21
2014-18607,21,21
2012-60369,19,18
2013-09004,18,18
2013-56862,19,19
2013-40210,18,18
2013-48374,18,15
2013-33630,19,19
2010-62371,16,12
2013-46897,18,18
2014-72127,19,19
2012-33201,18,18
2013-08285,21,21
2013-18409,18,18
2012-69726,23,21
2007-17610,21,10
2014-35842,20,20
2009-36574,21,21
2011-48436,18,6
2013-35186,21,21
2012-76382,20,18
2011-46841,20,0
2014-48250,19,18
2013-76019,19,18
2012-27926,23,19
2014-72705,19,19
2008-08687,18,17
2014-98869,16,16
2012-40255,21,18
2012-25739,21,19
2012-60371,19,18
2013-04596,18,18
2011-36262,18,6
2011-25889,19,10
2014-09631,20,20
2011-18391,21,21
2012-17980,18,18
2014-15634,18,18
2014-72713,19,19
2014-63891,17,15
2011-63556,16,9
2013-40852,18,17
2012-52555,18,15
2012-38771,19,18
2013-47949,18,0
2012-06296,19,19
2013-23235,18,17
2009-62597,18,0
2012-61556,20,11
2014-04849,18,18
2009-08294,19,9
2012-05473,21,21
2008-22209,19,4
2014-00279,20,20
2013-32435,21,19
2010-17335,18,13
2013-21456,20,20
2011-52411,19,6
2010-43424,21,12
2010-20625,21,19
2011-28258,18,9
2013-10699,21,21
2012-41546,19,19
2012-31936,20,16
2010-58485,18,8
2013-30933,23,23
2004-47860,19,0
2014-15517,21,21
2014-29891,19,19
2009-07435,19,0
2013-30934,23,23
2013-39685,21,21
2011-22220,21,6
2010-42870,18,0
2011-23843,12,12
2011-43218,20,9
2013-98218,15,3
2011-33595,18,6
2014-72692,19,19
2011-10262,20,19
2012-13515,20,18
2012-38404,18,13
2013-56715,21,21
2014-48254,18,18
2011-05712,20,20
2014-43892,18,18
2013-24837,18,18
2013-98335,18,18
2012-51698,21,18
2008-38406,21,19
2006-39670,18,0
2012-19181,19,17
2010-97203,21,16
2014-06018,20,20
2013-56864,18,18
2013-37980,18,15
2011-62446,18,9
2014-35293,20,19
2011-01196,18,9
2012-56365,19,19
2014-83101,19,18
2012-65740,21,18
2011-37244,21,21
2014-72386,18,18
2012-61231,19,19
2014-16815,18,18
2014-24655,20,20
2012-97783,21,0
2014-13118,18,18
2013-68066,20,20
2014-74102,17,17
2014-37058,19,19
2014-24518,20,20
2013-46760,18,3
2010-60582,20,9
2013-68067,18,15
2014-09412,18,18
2012-97929,18,13
2012-38460,18,13
2012-07027,18,18
2013-07807,21,21
2014-71485,19,19
2012-31336,20,5
2013-43757,18,17
2012-97817,18,18
2014-23216,18,17
2012-21529,19,7
2013-70290,18,18
2011-38749,17,9
2012-62801,19,17
2011-05536,18,18
2014-70435,21,19
2014-27728,17,15
2011-03576,20,16
2012-46008,18,6
2014-09225,17,17
2014-61999,20,19
2013-30248,21,21
2012-38406,19,19
2013-06138,19,19
2013-09793,18,18
2011-31989,18,15
2010-97068,18,0
2011-22795,18,6
2012-31373,19,18
2006-70320,19,3
2013-07900,21,20
2010-45560,19,3
2011-97326,18,12
2014-71830,20,20
2013-17407,20,19
2008-38491,19,0
2013-98336,18,18
2011-97515,20,18
2014-29978,17,17
2014-71422,20,20
2012-10197,23,22
2010-32438,21,6
2006-40099,20,11
2011-97508,18,11
2014-70327,21,20
2012-19160,19,18
2012-17206,21,19
2013-60752,20,20
2012-71891,20,19
2014-98749,17,17
2011-48786,21,24
2014-98871,16,16
2014-72721,18,16
2012-71991,21,18
2011-29706,18,15
2013-21609,20,20
2014-72693,18,17
2012-30804,18,13
2012-97990,21,0
2010-01405,21,11
2010-97023,21,16
2012-17726,19,16
2013-50334,18,15
2013-08105,18,18
2011-01080,20,16
2014-98872,16,16
2008-96350,19,9
2013-71758,21,21
2013-07413,19,19
2013-57768,18,18
2012-19146,18,18
2014-42459,20,20
2010-30766,21,18
2011-81233,21,20
2013-09962,18,15
2012-18208,21,16
2014-98873,16,16
2011-55342,20,11
2012-47888,19,19
2010-28236,20,8
2013-46106,18,18
2014-19162,18,18
2011-97453,21,6
1971-01567,19,19
2013-98552,19,19
2012-48260,19,16
2014-01642,18,18
2012-55013,19,15
2014-98786,19,19
2012-16929,18,18
2011-64253,18,12
2012-44923,19,18
2012-36848,19,19
2011-20891,19,0
2014-08908,18,18
2014-62691,17,17
2013-19797,21,21
2013-98338,18,18
2010-33534,19,16
2011-34379,19,0
2011-97465,18,18
2011-97608,21,21
2012-20239,18,16
2014-98706,18,17
2008-08968,20,9
2011-26505,18,10
2014-43666,18,15
2013-45108,21,21
2014-53669,19,19
2014-98923,18,0
2012-13509,18,3
2014-14083,21,20
2013-64079,18,12
2012-11398,21,18
2012-97784,21,0
2012-17694,19,18
2014-98777,18,18
2012-33164,18,17
2008-09885,16,9
2014-78479,21,21
2012-48451,18,13
2009-60406,20,20
2009-60125,19,17
2014-09246,20,20
2013-26981,18,18
2014-71911,18,18
2013-08101,18,18
2014-21326,18,18
2014-02824,20,20
2012-70840,21,18
2014-17492,17,17
2014-09356,18,15
2012-15388,17,13
2011-16520,15,3
2014-98827,18,18
2011-48891,19,13
2012-40365,21,9
2011-20395,18,3
2011-03594,17,15
2013-24530,18,15
2013-01691,21,21
2013-72498,17,17
2012-11543,24,21
2009-06531,19,8
2013-22154,18,18
2012-12757,17,15
2014-29581,18,18
2012-05697,20,18
2011-27922,19,10
2014-05848,17,17
2014-70491,19,17
2014-98759,18,18
2013-00224,23,23
2014-98802,20,19
2011-10796,18,6
2014-71672,18,16
2014-09632,18,18
2011-34280,21,18
2014-11128,18,18
2011-58657,18,12
2013-20189,21,21
2014-98795,20,19
2014-77376,19,19
2014-09420,18,18
2010-43588,19,4
2013-19862,21,21
2014-10118,18,18
2014-01106,18,15
2010-96917,18,16
2013-42641,18,18
2011-46171,18,12
2008-44081,16,6
2013-08850,18,18
2012-39405,19,17
2014-77321,20,18
2013-36903,18,18
2013-68222,21,21
2014-76779,20,20
2013-09928,18,18
2010-30283,18,3
2014-09414,20,20
2013-09744,18,18
2014-50337,20,20
2010-96880,21,18
2013-28141,18,12
2012-48844,21,9
2011-27535,21,15
2014-18079,20,20
2009-48444,21,13
2011-36960,17,12
2014-08874,21,20
2014-20028,21,21
2013-02218,21,21
2011-21535,19,12
2013-10562,18,18
2010-16230,20,16
2014-15335,17,17
2010-10120,19,1
2014-21666,18,18
2014-30961,19,19
2013-46296,19,17
2014-70012,18,16
2012-34844,21,9
2014-33222,18,18
2010-32840,21,13
2012-12247,19,13
2011-59109,21,21
2012-38407,19,16
2014-72722,21,21
2013-06726,20,20
2010-32525,20,19
2013-06984,18,18
2013-26524,23,23
2011-13699,18,6
2014-71440,18,18
2014-35272,19,19
2012-31872,19,18
2014-73199,20,20
2012-37942,18,18
2014-77815,19,19
2013-19754,18,18
2012-33241,21,19
2014-73218,21,20
2013-09005,18,18
2014-14667,20,20
2013-98217,15,9
2012-40512,19,15
2009-14952,19,11
2012-11360,23,12
2011-62110,17,14
2013-74104,21,18
2014-11802,20,20
2012-40542,20,19
2014-98874,16,16
2013-01803,17,17
